ID;Answer;Justification;Reviewer 1 Comments;Reviewer 2 Comments;Mark Question;Score
TotalScore;;;;;Total Score:;2102
UnsureScore;;;;;Unsure Score:;0
PreliminaryScore;;;;;"Preliminary Score: 
(Total - Unsure)   ";2102
D0.1;;;;;;
R1;N/A;Luxembourg;;;;N/A
R2;N/A;Service information et presse;;;;N/A
R3;N/A;xxx;;;;N/A
R4;N/A;xxx;;;;N/A
R5;N/A;xxx;;;;N/A
R6;N/A;4;;;;N/A
R7;N/A;1;;;;N/A
R8;200-400.000 EUR;N/A;;;;N/A
D0.2;;;;;;
R9;yes;Ease to find national data and to compare it to data from other / neighbouring countries.;;;;N/A
R10;yes;;;;;N/A
D1;;;;;;560
D1.1;;;;;;240
1;yes;Luxembourg's open data policy is expressed in the law https://legilux.public.lu/eli/etat/leg/loi/2021/11/29/a836/jo#:~:text=base%20non%20modifi%C3%A9-,Loi%20du%2029%20novembre%202021%20sur%20les%20donn%C3%A9es%20ouvertes%20et,des%20informations%20du%20secteur%20public.&text=de%20donn%C3%A9es%20de%20la%20recherche,d%C3%A9finies%20%C3%A0%20l'article%2010. which transposes the open data directive.;;;;30
2;yes;"https://data.public.lu/fr/strategy/

o PSI: public sector institutions are invited to make their data available as much as possible, and to profit from existing open data.
o Metadata: an important factor in the open data project is the availability of complete and normalized metadata.
o Infrastructure: Central platform – decentralised data : Datasets are to be made available online by the data producers, either at their own websites or at the level of the national open data portal http://data.public.lu, where all existing data should be registered. Links and APIs are to be used to avoid double storage of data and versioning differences and to permit access to live data.
o Searchability: quality and precision of the tags assigned to the data sets allow for a focused search.";;;;30
3;yes;"The new strategy text https://data.public.lu/en/pages/strategy/, voted by government in october 2022, still embodies the same principles as the older text like open by default, digital skills, importance of PSI, metadata, the central national opendata portal, but comes with important new aspects:
- data driven government and data-driven decision-making
- link with the national interoperability framework
- re-uses of open data to be documented on the national portal
- collaboration with important national and international portals
- definition of High Value Datasets
- explicit recommendation for CC0
- data quality related specifications (machine readable formats, delivery modes, real-time..)
- opportuny of anonymisation/pseudonymisation to be able to provid";;;;10
4;not applicable;;;;;10
