ID;Answer;Justification;Reviewer 1 Comments;Reviewer 2 Comments;Mark Question;Score
TotalScore;;;;;Total Score:;2341
UnsureScore;;;;;Unsure Score:;0
PreliminaryScore;;;;;"Preliminary Score: 
(Total - Unsure)   ";2341
D0.1;;;;;;
R1;N/A;Ireland;;;;N/A
R2;N/A;Department of Public Expenditure and Reform;;;;N/A
R3;N/A;xxx;;;;N/A
R4;N/A;xxx;;;;N/A
R5;N/A;xxx;;;;N/A
R6;N/A;2;;;;N/A
R7;N/A;2;;;;N/A
R8;<200.000 EUR;N/A;;;;N/A
D0.2;;;;;;
R9;yes;"The portal enables users to search, link, download and easily re-use data, through a common metadata catalogue.  This allows users to access data published on the websites of the various institutions, agencies and Open Data repositories of the countries of the EU.  
The semantics of the data offer users a way of querying the data in the context of which it was gathered and gives them a more rounded understanding of the dataset.
The metadata catalogue can be searched via an interactive search engine, map location and through Sparql queries.
Users have the facility to suggest data they would like to be added the portal and give feedback on the quality of data available.";;;;N/A
R10;yes;;;;;N/A
D1;;;;;;622
D1.1;;;;;;265
1;yes;"The Open Data Directive was transposed into Irish Law on July 22nd 2021 through Statutory Instrument 376/2021, the European Union (Open Data and Re-use of Public Sector Information) Regulations 2021.  These regulations fully transposed the Directive in to Irish law.  They also include the request regime for accessing open datasets and the appeals process a requester can utilise if they are not provided with the data requested. SI 376/2021 is the basis for Irish Government policy on open data.
The regulations may be accessed at https://www.irishstatutebook.ie/eli/2021/si/376/made/en/html

An official government Circular which provides instructions and guidance for all public service organisations on implementing the Open Data Directive was issued in December 2021.  This Circular sets out the actions public bodies and public utilities need to carry out to meet their obligations under the Directive.  Circular 20/2021 – Open Data Directive https://www.gov.ie/en/circular/523a7-circular-202021-open-data-directive/  

Our Open Data policy is to encourage and drive the publication, uptake and use of Open Data and in doing so add value to the economy by increasing transparency, stimulating new business applications, building trust in Government and improving the lives of citizens by delivering better services.
This is being achieved by:
• Encouraging the release of all appropriate high value government data as Open Data by default 
• Building a value driven economy by making it publicly available and freely reusable 
• Engaging with a broad community of stakeholders to promote and encourage the use of Open Data";;;;30
