ID;Answer;Justification;Reviewer 1 Comments;Reviewer 2 Comments;Mark Question;Score
TotalScore;;;;;Total Score:;2288
UnsureScore;;;;;Unsure Score:;0
PreliminaryScore;;;;;"Preliminary Score: 
(Total - Unsure)   ";2288
D0.1;;;;;;
R1;N/A;Slovenia;;;;N/A
R2;N/A;Ministry for Digital Transformation / Ministry of Public Administration;;;;N/A
R3;N/A;xxx;;;;N/A
R4;N/A;xxx;;;;N/A
R5;N/A;xxx;;;;N/A
R6;N/A;4;;;;N/A
R7;N/A;2;;;;N/A
R8;<200.000 EUR;N/A;;;;N/A
D0.2;;;;;;
R9;yes;This is user friendlly approach, because user, can find all the datasets in one place.;;;;N/A
R10;yes;;;;;N/A
D1;;;;;;615
D1.1;;;;;;260
