ID;Question;Answer from 2023;Explanation from 2023;Confirm, change or complement answer/explanation from 2023;Provide updated answer (if applicable);Provide updated explanation (if applicable)
P1;"Is there a national open data policy in your country and, if your country is an EU Member State, does this include a national legislation for the transposition of the Open Data Directive?

For Explanation:
* If yes, please provide (1) the URL and (2) title of the policy document and (3) briefly describe.
* If ‘other’, please provide (1) a brief explanation to support your answer choice and (2) provide the URL and indicate the policy section which explicitly references open data.";other;"Guidelines for making public data available - https://www.regjeringen.no/no/dokumenter/retningslinjer-ved-tilgjengeliggjoring-av-offentlige-data/id2536870/. Transposition of the Open Directive is still in progress: https://www.regjeringen.no/no/sub/eos-notatbasen/notatene/2018/juni/endring-viderebruksdirektivet/id2604081/

The Government has trough ""Data as a resource"" (https://www.regjeringen.no/en/dokumenter/meld.-st.-22-20202021/id2841118/?ch=2) set the following principles for its data policy:
1. Data must be as open as possible and as closed as necessary.
2. Data should be findable, accessible, interoperable and reusable (FAIR).
3. Data must be shared and used in ways that create value for the private sector, the public sector and society.
4. Data must be shared and used in ways that respect fundamental rights and freedoms and preserve Norwegian social values.

The Norwegian government has established a public committee to assess the appropriate implementation of the directive (https://www.regjeringen.no/no/dep/kdd/org/styrer-rad-og-utvalg/viderebruksutvalget/id2926740/). The committee's proposed regulation of the reuse of data will be based on the Public Access to Information Act with regulations and EU Directive (EU) 2019/1024 on open data and reuse of information from the public sector. The above-mentioned directive is a minimum directive, and therefore the committee is asked to consider whether Norway should go beyond the thematic categories that follow from the directive when it comes to datasets of high value, and also include other datasets than those covered by the EU's implementing act on datasets of high value.";Confirm;;
P2;"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.";yes;"Norway has several strategic documents and policies that cover data sharing (including open data), digitalisation, artificial intelligence, etc. Listed below are some relevant documents

Digital agenda for Norway
Establishes information as a key resource in the public sector. Emphasis on once-only and holistic information management.
Establishes three main reasons why access to open public data is important for society:
1. Streamlining and innovation
2. Business development
3. An open and democratic society

In addition, cross-sectoral instruments have been established to promote access to and re-use of public data:
- Dataportal (data.norge.no)
- Dataset distribution service
- Guidelines for re-use of public data
- Guidance for making open data available
- Development of a Norwegian license for public data
The strategy also identifies important sectors with open data that are socio-economically important

National strategy on access to and sharing of research data
The strategy is part of the follow-up to Meld. St. 27 (2015–2016), Digital agenda for Norway.
The strategy deals with increased accessibility to and reuse of publicly funded research data. It describes the state of affairs on which the policy is based and the current situation at the research institutions. Three basic principles relating to the accessibility and sharing of research data are set out:
1. Research data must be as open as possible, as closed as necessary
2. Research data should be managed and curated to take full advantage of their potential
3. Decisions concerning archiving and management of";Confirm;;
P3;"Is there an open data policy/strategy at regional or local level?

For Explanation:
* If yes, please (1) provide the URL and (2) title of the document(s) and (3) briefly describe.";not applicable;The digitalisation strategy and accompanying action plan are a collaboration between the government and The Norwegian Association of Local and Regional Authorities (KS). ;Confirm;;
P4;"Does the national strategy/policy include an action plan with measures to be implemented in the open data field?

For Explanation:
If yes, please briefly describe the main measures described by the action plan.";yes;"Action plan for One digital public sector
https://www.digdir.no/handlingsplanen/handlingsplan-digitalisering-av-offentlig-sektor/1229
Excerpt from the list of specific follow-ups for the area of data sharing:
• Establish a national center for data sharing (established)
• Establish The Data Factory (https://datafabrikken.norge.no) as a project to facilitate G2B datasharing (completed)
• Establish a national toolbox for data sharing (established/reassessment)
• Investigate a legal obligation to publish open data (ongoing)
• Develop a strategy for artificial intelligence (completed)
• Develop a method for measuring the effects of data sharing (completed for open data from the public sector used in the private sector)

Digtial Agenda specifies that it will continue with and build upon existing tools for open data and that sectoral strategies be prepared in the culture, education, transport, mapping and Government spending sectors. Open data strategies have been made for five of these sectors and can be found here. 
•Culture https://www.regjeringen.no/no/dokumenter/kulturdepartementets-strategi-for-apne-data/id2576038/?q=strategi%20kultur
•Geodata: https://www.geonorge.no/Geodataarbeid/nasjonal-geodatastrategi/
•Research: https://www.forskningsradet.no/contentassets/e4cd6d2c23cf49d4989bb10c5eea087a/policy-for-apen-tilgang-til-forskningsdata.pdf
•Transport: https://www.regjeringen.no/no/dokumenter/strategi-for-tilgjengeliggjoring-av-offentlige-data--samferdselssektoren/id2598229/
•Education and Research: https://kunnskapsdata.no/";Confirm;;
P5;"Does the national strategy/policy outline measures to incentivise the publication of and access to real-time or dynamic data?

For Explanation:
* If yes, please briefly describe the measures.";yes;"""Data as a resource"" describes dynamic/realtime data as an importent part of the future data driven economy. In the Government's follow-up points [unofficial translation]: Contribute to the development of standards for the collection and making available of real-time data, sensor data and the like from the public sector for further use.  https://www.regjeringen.no/no/dokumenter/meld.-st.-22-20202021/id2841118/?ch=5#kap5-6

Sharing of industrial data (Expert group) 
Sharing of industrial data recommends a sharper distinction between static data (datasets) and dynamic data (data streams). This is because dynamic data is more often operational than datasets, and for dynamic data there will be greater expectations of what obligations the provider of the data service has. The expert group does not explicitly differentiate between open and closed data, but instead looks closer at different usage rights (licensing) for data.";Confirm;;
P6;"Does the national strategy/policy outline measures to incentivise the publication of and access to citizen-generated data?

For Explanation:
* If yes, please briefly describe the measures.";no;;Confirm;;
P7;"Does the national strategy/policy foster the discoverability of the aforementioned types of data from your country on data.europa.eu?

For Explanation:
* If yes, please briefly describe how.";yes;"We don't directly foster the discoverability of the aforementioned types of data, but our national data portal and our geo data portal (https://www.geonorge.no/) are automatically published on data.europe.eu. 

The Norwegian geodata strategy refers to the Inspire directive and points out that geodata should be easy to find, assess whether they are suitable for a relevant purpose and find out the conditions that apply to be able to use them.";Confirm;;
P8;"Does the national strategy/policy outline measures to support the reuse of open data by the public sector?

For Explanation:
* If yes, please briefly describe the measures.";yes;"""Digital Agenda"" has an entire chapter of Information Management and the ‘Once Only’ Principal where reuse of data within the public sector is paramount.

In ""One digital public sector"" data sharing is one of six prioritised areas. Description: the public sector shall exploit the potential of sharing and using data to create user-friendly services, and to promote value creation in the business sector
https://www.regjeringen.no/en/dokumenter/one-digital-public-sector/id2653874/?ch=2

""One digital public sector"" states that The public sector shall share data when it can and protect data when it must. Open public data shall be made available for reuse for developing new services and value creation in the business sector https://www.regjeringen.no/en/dokumenter/one-digital-public-sector/id2653874/?ch=4

See question 5, or the action plan for updated status: https://www.digdir.no/handlingsplanen/samlet-oversikt-over-status-pa-handlingsplanens-tiltak/2595";Confirm;;
P9;"Does the national strategy/policy outline measures to support the reuse of open data by the private sector?

For Explanation:
* If yes, please briefly describe the measures.";yes;"""Data as a resource"" is largely dedicated to the subject . Chapter 5 - Public data as a resource for the business sector contains concrete measures.  https://www.regjeringen.no/no/dokumenter/meld.-st.-22-20202021/id2841118/?ch=5#kap5

""One digital public sector"" states that The public sector shall share data when it can and protect data when it must. Open public data shall be made available for reuse for developing new services and value creation in the business sector https://www.regjeringen.no/en/dokumenter/one-digital-public-sector/id2653874/?ch=4

""Sharing of industrial data"" Chapter 8 deals with sharing from the public sector to the private sector. Among other things, the expert group recommends a larger investigation. https://www.regjeringen.no/id2916456/?ch=8";Confirm;;
P10-a;"Does the national strategy/policy mandate carrying out and maintaining a data inventory by public bodies, whether at national or local level?

For Explanation:
* If yes, please briefly specify.";yes;"The strategy ""One digital public sector"" states that public agencies must keep track of what data they have, where they are located, and how they can be used: https://www.regjeringen.no/en/dokumenter/one-digital-public-sector/id2653874/?ch=4

The Framework for Information Management specifies that each organisation should create and maintain a data inventory https://www.digdir.no/informasjonsforvaltning/rammeverk-informasjonsforvaltning/2118. Some examples of organisations with very good inventories are The Norwegian Labour and Welfare Administration, The company register, Stavanger Municipality, The tax Authorities.

The national guidance for information management https://data.norge.no/guide/veileder-orden-i-eget-hus/ states:
""Den enkelte virksomhet skal ha oversikt over hvilke data den håndterer, hva dataene betyr, hva de brukes til, hvilke prosesser de inngår i, og hvem som kan bruke dem (informasjonsforvaltning).""

Unofficial translation is as follows 
""Each organisation must have an overview over which data they manage, what the data means, what it is being used for, which processes they are involved in, and who can use them"".

The digitalisation circular  https://www.regjeringen.no/id2952701/
obliges all state enterprises to register the national data catalogue. Unofficial translation: ""The company must register data sets in the Common Data Catalog (data.norge.no). This must be done as a minimum when the company changes or establishes services, including establishing new ones, or upgrading existing professional systems or digital services.""";Confirm;;
