ID;Question;Answer from 2023;Explanation from 2023;Confirm, change or complement answer/explanation from 2023;Provide updated answer (if applicable);Provide updated explanation (if applicable)
P1;"Is there a national open data policy in your country and, if your country is an EU Member State, does this include a national legislation for the transposition of the Open Data Directive?

For Explanation:
* If yes, please provide (1) the URL and (2) title of the policy document and (3) briefly describe.
* If ‘other’, please provide (1) a brief explanation to support your answer choice and (2) provide the URL and indicate the policy section which explicitly references open data.";yes;"Open Data Policy
https://rdd.gov.hr/UserDocsImages//SDURDD-dokumenti//POLITIKA%20OTVORENIH%20PODATAKA.pdf 
The Right of Access to Information Act (RAIA) (Official Gazette 25/13, 85/15 and 69/22)
http://digarhiv.gov.hr/arhiva/1912/162307/FOI_Act-ENG_Version.pdf
In order to comply with requirements of the Directive (EU) 2019/1024 of the European Parliament and of the Council of 20 June 2019 on open data and the re-use of public sector information (OD Directive), the Croatian Parliament had adopted the Amendments to the RAIA (“Official Gazette”, No. 69/22), which entered into force in June 2022.
https://sredisnjikatalogrh.gov.hr/cadial/searchdoc.php?action=search&lang=hr&query=%22zakon+o+pravu+na+pristup+informacijama%22&searchText=on&searchTitle=on&resultdetails=basic&annotate=on&bid=F4NtHfvX0ieov0dK%2fqFcuw%3d%3d
We started activities drafting new Open Data Policy and the associated Action Plan.
The Croatian Parliament had adopted the Digital Croatia Strategy for the period  until 2032 (NN 002/2023).  The importance of open data is highlighted in the Strategy.
https://rdd.gov.hr/UserDocsImages//SDURDD-dokumenti//Strategija_Digitalne_Hrvatske_final_v1_EN.pdf";Complement;;Working Group (experts from the relevant public authorities) has drafted the text of the new Open Data Policy and the Action Plan for the Policy implementation (for year 2024 and 2025). The process of adoption and entry into force is under way. Expected adoption time: September 2024.
P2;"Is there a national open data strategy in your country?

For Explanation:
* If yes, please provide (1) the URL to the strategy and (2) describe the main highlights.  
* If 'not applicable', please provide (1) a brief explanation to support your answer choice and provide (2) the URL and indicate the policy section which explicitly references objectives, actions/measures, delivery timelines etc.";not applicable;There is no specific strategy in place, but the existing policy refers to the objectives, actions/measures to be implemented, delivery timelines, responsible etc.;Complement;;Working Group (experts from the relevant public authorities) has drafted the text of the new Open Data Policy and the Action Plan for the Policy implementation (for year 2024 and 2025). The process of adoption and entry into force is under way. Expected adoption time: September 2024. It is important to mention that the National Development Strategy of the Republic of Croatia until 2030 (https://hrvatska2030.hr/wp-content/uploads/2021/02/Nacionalna-razvojna-strategija-RH-do-2030.-godine.pdf) and The Digital Croatia Strategy for the period until 2032 ( https://rdd.gov.hr/UserDocsImages//SDURDD-dokumenti//Strategija_Digitalne_Hrvatske_final_v1_EN.pdf ), as an umbrella strategic document and the most important strategic document for digitization, addresses open data.
P3;"Is there an open data policy/strategy at regional or local level?

For Explanation:
* If yes, please (1) provide the URL and (2) title of the document(s) and (3) briefly describe.";no;;Confirm;;
P4;"Does the national strategy/policy include an action plan with measures to be implemented in the open data field?

For Explanation:
If yes, please briefly describe the main measures described by the action plan.";no ;Response to reviewer: Action plan for implementing Open Data policy was never formalized, so the measures were not implemented;Complement;;Working Group (experts from the relevant public authorities) has drafted the text of the new Open Data Policy and the Action Plan for the Policy implementation (for year 2024 and 2025). The process of adoption and entry into force is under way. Expected adoption time: September 2024.
P5;"Does the national strategy/policy outline measures to incentivise the publication of and access to real-time or dynamic data?

For Explanation:
* If yes, please briefly describe the measures.";No;"Measures implemented in open data policy promote publishing using the scoring system and the use of real-time data / dynamic data sets. 
Response to reviewer: please chanege our answer to NO";Complement;;Working Group (experts from the relevant public authorities) has drafted the text of the new Open Data Policy and the Action Plan for the Policy implementation (for year 2024 and 2025). The process of adoption and entry into force is under way. Expected adoption time: September 2024.
P6;"Does the national strategy/policy outline measures to incentivise the publication of and access to citizen-generated data?

For Explanation:
* If yes, please briefly describe the measures.";no;;Confirm;;
P7;"Does the national strategy/policy foster the discoverability of the aforementioned types of data from your country on data.europa.eu?

For Explanation:
* If yes, please briefly describe how.";no;;Confirm;;
P8;"Does the national strategy/policy outline measures to support the reuse of open data by the public sector?

For Explanation:
* If yes, please briefly describe the measures.";yes;"Organizing public events that promote the re-use of open data for different target groups.
Providing online education (webinar) about re-use of open data.
Edukacija Povjerenika
Response to reviewer: Education for state, public and local servants within the State School of Public Administration
https://dsju.hr/workshop-details/3169
https://dsju.hr/workshop-details/2880
https://dsju.hr/workshop-details/2807
https://dsju.hr/workshop-details/2761";Complement;;https://www.dsju.hr/en/programi-i-usluge/raspored/program/?webid=330  The purpose of education is to professionally train and train officials in public authorities for the application of the provisions of the Act on the Right of Access to Information in the part that prescribes the obligation to proactively publish information on the website in an easily searchable manner and in machine-readable form, as well as in the identification and publication of datasets in order to make available information for re-use and provide information at the request of users.
P9;"Does the national strategy/policy outline measures to support the reuse of open data by the private sector?

For Explanation:
* If yes, please briefly describe the measures.";No;"Organizing public events that promote the re-use of open data for different target groups.
Providing online education (webinar) about re-use of open data. 
Response to reviewer: please chanege our answer to NO";Complement;;Through Action Plan, Measure 3, it is necessary to provide support in raising awareness of public authorities, citizens and entrepreneurs about the social and economic benefits of open data, and to encourage innovative ways and promote best practices of the use of open data, as well as to ensure continuity of dialogue between competent state administration bodies, local and regional self-government units, the private sector, civil society organizations and academia regarding open floor management.
P10-a;"Does the national strategy/policy mandate carrying out and maintaining a data inventory by public bodies, whether at national or local level?

For Explanation:
* If yes, please briefly specify.";yes;"Such obligation is not explicitly stated in the Open Data Policy, but there is legal obligation stipulated by the Right to Access to Information Act – according to Art 10. Para 1. Pt. 5. all the public authority bodies (including local and regional self-government units) are obliged to publicise registers and databases from their domain, or the information on the registers and databases they possess, as well as publicising the conditions to access and re-use of the data. In addition, Art 28. Para 1. of the RAIA imposes the obligation of all the public bodies to publish the data for re-use, which should be easily searchable, described by metadata, available in machine-readable and open format, aligned to open standards.

In addition, publication of the metadata is necessary also within the open licence that we have protected some register (open licence is necessary). It is regulated by the Rulebook on the types and contents of permits that determines the conditions of reuse of information, Art 4. Para.5: Metadata is always published with an open license, regardless of what permission the publisher publishes a set of data to which the metadata relates.";Confirm;;
P10-b;"Do these data inventories include the data collected by public bodies that cannot be published as open data (e.g. in relation to the EU Data Governance Act (EU) 2022/868)? 

For Explanation:
* If yes, please briefly specify.";yes;"According to the Art 10. Para 1, pt. 5. of the RAIA, the public bodies are obliged to proactively publicise all the registers and databases within their scope of work, including the information on inventories containing data which can not be published as open data.   
For example, The State Geodetic Office maintains data inventory (link: https://dgu.gov.hr/UserDocsImages//dokumenti/Pristup%20informacijama/Zakoni%20i%20ostali%20propisi/Ostalo//Katalog_podataka_DGU_2018_v11.pdf), which also includes geospatial data that could not be published in open format  - however, the data is available upon request and charged in accordance with the Decree on Costs of Re-Use of Information (""""Official Gazette"""", No 87/18.).";Confirm;;
P11;"Is your country applying the implementing regulation (EU) 2023/138 on high-value datasets?

For Explanation:
* If yes, how is it progressing? 
* If you are an EFTA or a candidate country to the EU, please select 'not applicable'.
** In the table below, please indicate your progress with respect to a) organisation, b) legal aspects, c) technical aspects on a scale from 1 to 5. 1 = no progress; 2 = few progress; 3 = some progress; 4 = considerable progress; 5 = works are finalised.";new question;new question;Change;Yes;"Through the Action Plan for the implementation of open data policy, work is being done to encourage the opening of datasets that are identified as high-value sets for state administration bodies and on establishing a list of high-value datasets and competent public authorities. The action plan defines concrete measures and activities for the opening of high-value gatherings in accordance with 6 areas in the implementing regulation. Some company and mobility datasets are marked ""N/A"" because certain institutions did not provide us with data for these topics."
P12;"Have the public bodies in your country denoted relevant datasets as high-value datasets in their metadata following the publication of the implementing regulation (EU) 2023/138 on high-value datasets?

For Explanation:
*  If yes, please specify how and highlight challenges, if any. 
* If you are an EFTA or a candidate country to the EU, please select 'not applicable'.";new question;new question;Change;Yes;"https://dgu.gov.hr/otvoreni-podaci/6116 Above the data sets, DGU has put the title high-value data sets. For others, it is determined that such datasets are of high value. https://mingor.gov.hr/otvoreni-podaci/8611      https://mup.gov.hr/otvoreni-podaci/287522    https://poljoprivreda.gov.hr/otvoreni-podaci/5139   
Public sector organizations make HVDs available free of charge, in a machine-readable format, via an application programming interface (API) and, where appropriate, as a bulk download."
P13;"Is there a governance structure in place that enables the participation and/or inclusion of various open data stakeholders? 

For Explanation:
*  If yes, please briefly describe the governance structure and its operating model ";new question;new question;Change;No;"Working Group (experts from the relevant public authorities) has drafted the text of the new Open Data Policy and the Action Plan for the Policy implementation (for year 2024 and 2025). The process of adoption and entry into force is under way. Expected adoption time: September 2024. 
The text of the Open Data Policy envisages Coordination made up of relevant bodies. https://rdd.gov.hr/politika-otvorenih-podataka/281?lang=en                     Recognizing the potential of open data for the overall development of the Republic of Croatia, the Government of the Republic of Croatia adopted the Open Data Policy at its 107th session on July 19, 2018, which represents the strategic direction of further development of the policy of openness and transparency of public administration, the implementation of which aims to create and develop a stimulating environment for opening the data of public authorities and their reuse in order to create new social and economic value."
P14;"How would you classify the model used for governing open data in your country? 

For Explanation:
*  Please briefly explain why this model was chosen/works best for your country";hybrid;"Local/regional bodies have autonomy in open data publishing. We are coordinated at multiple level (both national and regional). 
Response to reviewer: OK";Confirm;;
P15;"Does the governance structure ensure that the local and regional open data initiatives are facilitated and supported at national level?

For Explanation:
* If yes, please give an example of what kind of support.
* If not applicable, please explain why.";new question;new question;Change;Yes;"The open data portal of the Republic of Croatia is a data node that serves to collect, categorize and distribute open data of the public sector. Also, one of the activities of the Action Plan of the Partnership for Open Government is the establishment of a minimum of 5 city portals of open data, all within the measure ENCOURAGEMENT OF THE IMPLEMENTATION OF THE INITIATIVE PARTNERSHIP FOR OPEN GOVERNMENT AT LOCAL LEVELS.

The goal of the open data portalis is to improve the dissemination of public and open data through a single and central place and enable the creation of innovative non-commercial and commercial applications that would use this data. 
If necessary, meetings are held with city associations on specific topics related to digitization, and open data is one of the topics at the meetings.          For example, the Open Data Portal of the City of Zagreb

The open data portal of the City of Zagreb is a central place that serves to collect, categorize and distribute open data of the City of Zagreb and companies owned or managed by the City. Open data is published in a form that is computer-readable and open, which means that a machine or computer can independently read and interpret it independently of the platform used.

Open data, by its very definition, means that anyone can use it freely, it is free and public, it can be used for reuse and distribution, provided that the source of the data is indicated and sharing is possible under similar conditions, and it is intended for reuse in commercial or non-commercial purposes other than the purpose for which they were originally created or collected. Their essential feature is that they do not contain personal data or other data protected by law.

Legislative framework: http://www.pristupinfo.hr/pravni-okvir/

Open permit: http://data.gov.hr/otvorena-dozvola

Publications: https://www.pristupinfo.hr/dokumenti-i-publikacije/prirucnici/

Exercising the right to access information: https://www.zagreb.hr/ostvarivanje-prava-na-pristup-informacijam/850"
P16;"To what degree do local/regional public bodies conduct open data initiatives? 

For Explanation:
* If not applicable, please explain why.";the majority of public bodies;;Confirm;;
P17;"Is a document describing the responsibilities and governance structure of the national (and/or regional/local) open data team publicly available?

For Explanation:
* If yes, please provide the URL where this information is published. ";no;;Change;No;Working Group (experts from the relevant public authorities) has drafted the text of the new Open Data Policy and the Action Plan for the Policy implementation (for year 2024 and 2025). The process of adoption and entry into force is under way. Expected adoption time: September 2024. The text of the Open Data Policy envisages Coordination made up of relevant bodies and the document will soon be publicly available.        https://rdd.gov.hr/politika-otvorenih-podataka/281?lang=en                     Recognizing the potential of open data for the overall development of the Republic of Croatia, the Government of the Republic of Croatia adopted the Open Data Policy at its 107th session on July 19, 2018, which represents the strategic direction of further development of the policy of openness and transparency of public administration, the implementation of which aims to create and develop a stimulating environment for opening the data of public authorities and their reuse in order to create new social and economic value.
P18;"Is there a regular exchange of knowledge or experiences between the national open data team and the team maintaining the national portal? 

For Explanation:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";yes;"The regular exchange of knowledge and experience between the national open data team and the team maintaining the national portal exists through the development of a new open data policy that is currently underway.

A team of people working on the open data Portal and the open data team participating in the project of upgrading the open data Portal participate in the coordination. https://pristupinfo.hr/ponovna-uporaba-podataka-i-otvoreni-podaci/  ";Complement;Yes;Regular exchange of knowledge and experience, coordination made up of relevant bodies for open data and the work team that maintains the open data portal is the basis for the new Open Data Policy, which is in the process of being adopted, together with the Action Plan, which defines concrete measures and activities for the opening of high-value sets in accordance with 6 areas in the implementing regulation.     Even now, before the new Open Data Policy and associated Action Plan will be adopted, there is a regular exchange of knowledge and experience, the relevant authorities for open data are in contact via e-mail with the work team that maintains the open data portal. There are instructions and knowledge exchange on the portal https://prod-data.gov.hr/hr/standardi-i-prirucnici
P19;"Does the governance model include the appointment of official roles in civil services that are dedicated to open data (e.g. open data officers)?

For Explanation:
* If yes, please describe how this task is fulfilled at public body level.";yes;The Article 13. of the Right to Access to Information Act stipulates the obligation of the public authorities (i.e. public sector bodies) to appoint the information officer. Information officers are in charge for regular publication of data and handling individual requests for information and request for re-use, as well as for improvement of the processes regarding management, classification, protection and publication of data related to the work of public authorities;Confirm;;
P20;"Is there a regular exchange of knowledge or experiences between the national open data team and the wider network of open data officers in your country? 

For Explanation:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";No;"There are professional educations for information officers which are held several times a year.
https://dsju.hr/workshop-details/3429
Response to reviewer: please change our answer to NO";Change;Yes;"At the national level, a Working Group for the Coordination of State Information Infrastructure Projects and Digital Transformation was established, which meets as needed and where representatives of the Working Group who are in charge of digitalization in other bodies are informed about new developments, the activities being carried out and the planned work. At the last meeting held in February, they were also informed about the creation of the new Policy, Action Plan and activities on the opening of high-value data sets.
https://rdd.gov.hr/vijesti/sredisnji-drzavni-ured-za-razvoj-digitalnog-drustva-organizirao-je-sesti-sastanak-radne-skupine-za-koordinaciju-projekata-drzavne-informacijske-infrastructure- i-digital-transformations/2105
As part of the project ""Development of specific training program for senior public officials in Croatia"" (20HR13) - LEADERSHIP PROJECT organized by DŠJU, which is aimed at strengthening the competencies of officials and managers, the participants were given a lecture on open data and the further importance of opening data.
https://rdd.gov.hr/vijesti/u-sklopu-projekta-leadership-strucnjaci-sredisnjj-drzavnoj-ureda-za-razvoj-digitalnog-drustva-odrzali-predavanje-i-radionice-na-temu-digitalizacije/ 2067"
P21;"Is there a regular exchange of knowledge or experiences between public sector bodies (i.e. the providers) and open data reusers (e.g. academia, citizens, businesses)?

For Explanation:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";yes;"There are professional educations for information officers which are held several times a year.
https://dsju.hr/workshop-details/3429";Complement;Yes;Cooperation between public sector bodies and open data reusers (academia) is best seen in the example of cooperation with the University of Zagreb, Faculty of Electrical Engineering and Computing and commenting on datasets by students. Students presented comments and suggested what could be upgraded on the portal itself as an improvement in terms of functionality.    https://rdd.gov.hr/vijesti/sklopljen-sporazum-o-suradnji-izmedju-sredisnjeg-drzavnog-ureda-za-razvoj-digitalnog-drustva-i-fakulteta-elektrotehnike-i-racunarstva-sveucilista-u-zagrebu/239?lang=en
P22;"Do data publication plans exist at public body level?

For Explanation:
* If yes, please provide the URL and briefly highlight the key aspects covered. ";yes;"Data disclosure plans exist at the level of all public authorities.

Regardless of the nature of the dataset, or even if there are legal restrictions, the authorities are obliged to publish a list of registers and databases under their jurisdiction (asset list), together with metadata and information on how to access or reuse them. (e.g. open data, partially open, accessible only to a specific circle of delegates, etc.). https://pristupinfo.hr/djelokrug/otvoreni-podaci-povjerenika-za-informiranje/";Confirm;;
P23;"Are there processes to ensure that the open data policies/strategy previously mentioned are implemented (e.g. monitoring)?

For Explanation:
* If yes, please specify the process(es).";yes;"Public authorities' obligation to provide the information shall, however, also include the obligation to disclose a specific set and type of information and to own initiative, without any request being made by the beneficiary. That obligation is laid down in Article 10. Of the Act on the right of access to information (NN 25/13, 85/10, 69/22; hereinafter: the Act), but also numerous other laws and by-laws or good practices in respect of particular species information, namely documents (e.g. in relation to budget, public procurement, environmental protection, spatial planning, economy, etc.). In other words, the right of access to information is exercised on reactive (by applying to a public authority) and proactive, so that public authorities provide citizens with continuous, targeted and timely access to their information
publication on official websites and portals, in an easily searchable and machine-readable manner readable form. https://www.pristupinfo.hr/wp-content/uploads/2018/10/Uputa-za-proaktivnu-objavu-informacija-Povjerenika-za-informiranje-2-1.pdf?x57830 
Response to reviewer: In accordance with the provisions of the Law on the Right to Access to Information, the Information Commissioner submits to the Croatian Parliament every year a Report on the Implementation of the Act on the Right to Access to Information. The report includes the status and activities related to the obligation to publish open data by public authorities";Confirm;;
P24;"Do you update your policy/strategy as appropriate to ensure its success, such as based on data collected for monitoring?

For explanation:
* If yes, please describe the process and any recent updates made to strategy/policy";new question;new question;Change;Yes;"The Open Data Policy from 2019 has just been updated, the adoption of the Policy and Action Plan is pending.
Working Group (experts from the relevant public authorities) has drafted the text of the new Open Data Policy and the Action Plan for the Policy implementation (for year 2024 and 2025). The process of adoption and entry into force is under way. Expected adoption time: September 2024.     The revision of the policy was made now because it will ensure better cooperation and communication between the relevant institutions, especially in the context of high-value data sets. An action plan has been drawn up to achieve better results. The open data policy applies to a period of five years from the moment of its adoption.
After this period, a new Open Data Policy will be revised and adopted, harmonized in regulatory, technological and other necessary aspects. Coordination for the implementation of the Open Data Policy may, if necessary, propose an update or revision of the Open Data Policy even before the expiration of the specified period. With the adoption of this Open Data Policy, the Open Data Policy adopted on July 19, 2018 ceases to be valid."
P25;"Are there any processes in place to assess if public sector bodies are charging for data above marginal cost? (please see directive (EU) 2019/1024 on open data and the reuse of public sector information).

For Explanation:
* If yes, please specify the process(es).";yes;"The Croatian Government has brought the Decree on the costs of re-use of information (Official Gazette 87/18 - link https://sredisnjikatalogrh.gov.hr/cadial/searchdoc.php?action=search&lang=hr&query=UREDBU++O+TRO%C5%A0KOVIMA+PONOVNE+UPORABE+INFORMACIJA&searchText=on&searchTitle=on&resultdetails=basic&bid=3kuVVALodpdMZo6opqAe9Q%3d%3d&annotate=on), which establishes the manner and criteria for calculating the reimbursement of re-use costs, eligible costs to be taken into account in determining the price list and calculation of reimbursement, and conducting an annual audit of the method of calculating reimbursement. The assessment of the charging the data is conducted though the  annual reports on the implementation of the RAIA, which public authorities are submitting to Information Commissioner, as sipulated by Art. 60. Para. 2 of RAIA.
Response to reviewer: https://sredisnjikatalogrh.gov.hr/cadial/searchdoc.php?action=search&lang=hr&query=UREDBU++O+TRO%C5%A0KOVIMA+PONOVNE+UPORABE+INFORMACIJA&searchText=on&searchTitle=on&resultdetails=basic&bid=3kuVVALodpdMZo6opqAe9Q%3d%3d&annotate=on
http://digarhiv.gov.hr/arhiva/263/186382/narodne-novine.nn.hr/clanci/sluzbeni/full/2018_09_87_1706.html
https://narodne-novine.nn.hr/clanci/sluzbeni/2018_09_87_1706.html";Confirm;;
P26-a;"What are the top 3 challenges that your country is facing in the implementation of the mentioned open data policies/strategy?

For Explanation:
* Please briefly describe.";N/A;"1. The large number of public authorities still do not fully recognize the necessity of proactive publication of data for re-use and are generally hesitant to opening of the data they produce (""data hugging"") 
2. The general public is  not fully aware of the potentials of public sector data and consequently rarely submit re-use requests to public authorities when data is not published
3. The general public doesn't fully understand the concept of open data and benefits it can bring";Confirm;N/A;
P26-b;"Are there activities in place to address these challenges in your country (e.g. with specific national/regional/local plans or initiatives)?

For Explanation:
* If yes, please briefly describe the measures that you have adopted or plan to adopt to address these challenges. 
* If no, please specifiy what is hampering finding a strategic approach to solve these challenges.";yes;We have started the activities of creating a new Open Data Policy with the corresponding Action Plan. Special emphasis in the creation of the action plan should be placed on public authorities that have high-value data sets. A new education is being prepared at the State School for Public Administration, which will be intended for public servants, and which will focus on the legal obligation of bodies to publish open data on the Open Data Portal and the technical part related to the publication on the Portal.;Complement;Yes;"As part of the study course Open Computing (https://www.fer.unizg.hr/predmet/or ), a large part of attention is paid to open data every year.  
Data sets on the Open Data Portal of the Republic of Croatia were selected, analyzed according to different criteria, and a short report was prepared for each (proposal for correction or improvement of the data set).  
Student reports were published on the Open Data Portal. After that, they were forwarded to all the institutions whose datasets they referred to, to be corrected and improved.
"
P27;"Are there any activities in place to assist data holders with publishing their data as open data (i.e. to help them with the data opening process)?

For Explanation:
* If yes, please describe/provide examples of these activities.";new question;new question;Change;Yes;That there are activities to help data holders to publish their data as open data, especially now high-value data sets. A webinar was held for institutions that have high-value datasets, which explained to technical experts how the datasets will be published on the portal.
P28;"Is there a professional development or training plan for civil servants working with data in your country? 

For Explanation:
* If yes, please briefly describe these training activities.";yes;"Open data education for civil servant is organized by Information Commissioner in State School for Public Administration.
https://dsju.hr/workshop-details/3410
Also, there is an e-learning course on the Open data portal https://mo-data.gov.hr/.
Response to reviewer: the answr is the same as the year before. In 2022, educations were held in 4 sessions during the year.";Complement;Yes;"
A new e-course has been prepared at DŠJU ( https://www.dsju.hr/ ) Portal of open data with an emphasis on identifying high-value data sets and training them for independent publication on the portal on behalf of their institution."
P29;"Are there annually held national, regional or local events (e.g. hackathons, courses, conferences, users meet-ups, summer/winter schools) to promote open data and open data literacy in your country beyond the target group of public servants? 
 
For Explanation:
* If yes, please provide examples (e.g. title, date, location of the event and URL).";yes, >9;"https://rdd.gov.hr/vijesti/pobjednici-datathona-napravili-it-rjesenja-za-promociju-otvorenih-podataka-i-osvojili-vrijedne-nagrade/2048 The aim of the event was to create an almost IT solution or develop an IT idea for an information-based solution that will enable better promotion and visualisation of open data. The proposed solutions developed under the Datathon must promote the use of open public sector data, in particular those published on national/regional open data portals, and present a potential contribution to one of the four thematic areas: socially, politically, environmentally or economically. Student teams presented the proposed solutions using open data and open source software and technologies such as artificial intelligence, Internet of things (Internet of things), augmented reality (Augmented reality), big data (big data), blockchain (blockchain) or similar. Colleagues (OpenNovations, The Netherlands ) who participated write that they are hoping and are locating forward to hopefully turning this into a recurring collaboration.
Response to reviewer: 
Hackathon organized by the Faculty of Organization and Informatics
https://cpsrk.foi.hr/novosti/aktivnosti/foi-i-24-sata-organiziraju-hackathon/
https://hackathon.24sata.hr/
Hackathon organized by riteh web team, Faculty of Engineering, University of Rijeka
https://www.inf.uniri.hr/znanstveni-i-strucni-rad/predavanja-i-radionice/student-class/1029-student-class-rihack-hackathon-u-organizaciji-riteh-web-teama";Complement;;"From May 15 to 19, 2024, the DORS/CLUC conference was held, with the full name Days of Open Computer Systems / Croatian Linux Users' Conference. 
The conference was organized by two associations (HrOpen and HULK), with the support and partnership of FER, and is dedicated to developer and system - administrator topics, with a focus on free and open technologies, open code, open norms and open operating systems.
For the first time, it will also include State of the Map Croatia - the first official OpenStreetMap event in Croatia.
The conference ended on May 18 and 19, 2024 with the Zagreb Unikraft Hackathon.   
Keynote speakers were: 
Laura Durieux, multiple award-winning developer; 
Ievgen Pyrogov, devops engineer with more than 15 years of experience; 
Ivan Voras, doctor of computer science, was one of the main developers of the FreeBSD operating system, entrepreneur and experienced CTO, who has been promoting open technologies for over 25 years;
Davor Virag, doctor of medicine and scientist who uses open technologies in his research."
PT1;"Is there a national portal in your country for that enables users to search for open datasets and find where to download open data? 

For Explanation:
* If yes, please provide the URL of the national portal.";yes;https://data.gov.hr/ ;Confirm;;
PT2;"For Explanation:
* What is the technology stack of your portal (e.g. based on uData, CKAN, etc.)";new question;new question;Change;Yes;CKAN
PT3;"Does the national portal offer to its users a way to programmatically query the metadata via an API?

For Explanation:
* If yes, please provide the direct-URL to this feature.";new question;new question;Change;Yes;https://data.gov.hr/ckan/api/3/action/datastore_search?resource_id=e07caba5-4e80-48dd-93be-8b07c0806908&limit=5
PT4;"Does the national portal offer to its users a way to programmatically query the metadata via a SPARQL access point?

For Explanation:
* If yes, please provide the direct-URL to this feature.";new question;new question;Change;Yes;https://data.gov.hr/trazilica-page-sparql/
PT5;"Does the national portal offer/link to documentation on the use of APIs?

For Explanation:
* If yes, please provide the direct-URL to this feature.  ";new question;new question;Change;Yes;https://data.gov.hr/moodle/course/view.php?id=11#
PT6;"Does the national portal offer/link to documentation on the use of SPARQL? 

For Explanation:
* If yes, please provide the direct-URL to this feature.  ";new question;new question;Change;Yes;https://data.gov.hr/trazilica-page-sparql/
PT7;"Does the national portal provide functionality for users to contribute datasets they have produced or enriched? 

For explanation:
* If yes, please (1) explain how  the portal facilitate the linking of documentation and supporting materials to these user-contributed datasets and (2) provide the direct-URL to this feature.";new question;new question;Change;No;
PT8;"Does the national portal offer a mechanism for users to provide general feedback, such  a 'Contact us' or 'Feedback' button that is placed in a visible spot and would allows users to send a general comment concerning the portal?

For Explanation:
* If yes, please provide the direct-URL to this feature or describe how this functionality is provided.";yes;https://data.gov.hr/hr/upiti-i-komentari;Change;Yes;"https://data.gov.hr/upiti-i-komentari

https://data.gov.hr/suggestionsfix"
PT9;"Does the national portal offer a mechanism for users to provide feedback on specific datasets, such as a 'feedback button' or a comment/discussion section under the dataset?

For Explanation:
* If yes, please provide the direct-URL to this feature or describe how this functionality is provided.";No;Response to reviewer: we change the answer to NO;Change;Yes;"Users can provide feedback on:
improving specific datasets:
https://data.gov.hr/suggestionsedit
fixing specific datasets:
https://data.gov.hr/suggestionsfix
adding new datasets:
https://data.gov.hr/suggestions
Every single one of those forms send e-mail notifications to the helpdesk/administrator who then triages them and contacts the owner of the dataset"
PT10;"Does the national portal provide a mechanism for users to rate datasets?

For Explanation:
* If yes, please provide the direct-URL to this feature or describe how this functionality is provided.";No;"The option to like the data set is currently active on the portal when user select particular dana set. It is available in the upper right corner as red button with red button ""thumb up"". There is also an option to comment the dataset below. It is available for the users who have logged in to the system with their credentials.
Response to reviewer: we change the answer to NO";Confirm;;
PT11;"Does the national portal enable users to find information and news on relevant open data topics in the country?

For Explanation:
* If yes, please provide the direct-URL to this feature.  ";yes;https://data.gov.hr/hr/novosti;Confirm;;
PT12;"Does the national portal offer the possibility for users to receive notifications when new datasets are available on the national portal (RSS, ATOM feeds, email notifications etc.)?

For Explanation:
* If yes, please provide the direct-URL to this feature.  ";yes;"Portal users who have logged in to the system with their credentials can follow particular data set or publisher. They receive notifications in the section My request when there is a change made for particular dataset or activity of publisher:
https://data.gov.hr/hr/user/380/moji-prijedlozi";Confirm;;
PT13;"Does the national portal enable users to request datasets, such as through a ""request data"" button? 

For Explanation:
* If yes, please provide the direct-URL to this feature or describe how this functionality is provided.";yes;"All portal users can request datasets via email support:
https://data.gov.hr/hr/upiti-i-komentari

Portal users who have logged in to the system with their credentials request data sets via online form:
https://data.gov.hr/node/add/prijedlog_za_objavu_skupa_podata";Complement;;The last URL from 2023 needs to be changed to https://data.gov.hr/suggestions  (instead of /node/add/...)
PT14;"Are requests for datasets and their progress status presented in a transparent manner on the national portal? 

For Explanation:
* If yes, please provide the direct-URL to this feature.  ";yes;https://data.gov.hr/hr/upiti-i-komentari;Change;Yes;https://data.gov.hr/allsuggestions
PT15;"Does the team monitor the extent to which requests (either via the portal or otherwise) result in the publication of the requested data?

For Explanation:
* If yes, please describe how this monitoring is conducted.";yes;Portal team is checking regularly if there is any improvement by contacting public sector bodies. ;Confirm;;
PT16;"Does the national portal offer a mechanism for users to exchange with others, such as a discussion forum?

For Explanation:
* If yes, please provide the direct-URL to this feature or describe how this functionality is provided.";no;;Confirm;;
PT17;"Does the national portal showcase reuse cases, such as in a designated section of the portal?

For Explanation:
* If yes, please provide the direct-URL to this feature. ";yes;"https://data.gov.hr/primjeri_uporabe_podataka_ckan/84c1ca4b-7a59-41b0-a6a6-49c89086af30
Response to reviewer: The portal has a column for displaying such data, but the column is currently empty";Change;Yes;"https://data.gov.hr/primjeri-dobre-prakse
and
https://data.gov.hr/aplikacije?dataUsage=APPLICATION"
