ID;Question;Answer from 2023;Explanation from 2023;Confirm, change or complement answer/explanation from 2023;Provide updated answer (if applicable);Provide updated explanation (if applicable)
PT35;"Besides the national open data portal, are there other regional and local portals? 

For Explanation:
* If yes, please provide a complete list and the links to these portals.";yes;"There are no local or regional open data portals due to the size of the countries and the corresponding size of the local governments.
But there is an ongoing project to create another platform for national data exchange - also destined at data that cannot be opened up as ""open data"" but that still should be re-usable. This society (form : Groupement d'intérêt économique GIE) is called PNED GIE (Plateforme nationale d'échanges de données = National Data exchange platform). Both systems are meant to collaborate, as re-uses of opendata  in combination with ""non-open"" data should also be mentioned and described on the open data portal, and as on the other hand open data will be likely to be re-used in such projects.";Confirm;;
PT36;"Are regional and local portals listed above and their data sources discoverable via the national portal? 

For Explanation:
* If not applicable, please briefly explain why. ";not applicable;There are no local or regional open data portals due to the size of the countries and the corresponding size of the local governments. But as soon as the above mentioned PNED platform will be launched, it will be listed as partner.;Confirm;;
PT37;"To what degree are  regional and local sources harvested automatically? 

For Explanation:
* If less than the majority of existing sources is harvested by the national portal, please briefly explain why.                        
* If not applicable, please briefly explain why. ";not applicable;;Confirm;;
PT38;"Does the national portal include datasets that are real-time or dynamic?

For Explanation:
* If yes, please provide URLs to real-time and/or dynamic data featured via the national portal. ";yes;"Example 1 : Raw GNSS data https://data.public.lu/fr/datasets/raw-gnss-data-from-the-spslux-network/  https://act.public.lu/fr/gps-reseaux/spslux1/1spsluxaccess.html
Example 2  : https://data.public.lu/fr/datasets/daily-meteorological-parameters-luxembourg-findel-airport-wmo-id-06590/";Confirm;;
PT39;"Does the national portal provide a way for non-official data (i.e. not stemming from official sources, such as community-sourced/citizen-generated data) to be published? 

For Explanation:
* If yes, please explain how non-official data is distiguished for offical data (e.g. using a different section of the portal or tags) 
* And please provide a URL to an example of a non-official dataset on the portal ";new question;new question;Change;Yes;"The Luxembourgish open data portal is open for anyone to publish own data, and there is in principle no previous validation neither of data nor of new organisations. To distinguish between official providers and others, we use a ""badge"" system : the public sector organisations that have been verified are marked by a corresponding badge stamp."
PT40;"Does the national portal allow users to see what data exists but cannot be made available as open data?

For Explanation:
* If yes, please (1) provide the URL to an example and (2) briefly describe the approach used to ensure this transparency.";No;We are still working on a complete data inventory that contains all data, open or not, but in the meantime we have the list of data requests which shows data that have been requested and which eventually has not been provided yet https://data.public.lu/fr/datasets/demandes-de-publications-de-donnees-en-open-data/.;Change;No;Luxembourg's Ministry for Digitalisation, together with the open data team as well as other concerned actors, are working on a general public sector data inventory project, which includes protected data that cannot be made open without aggregating, pseudonymising or anonymising it first. To make a clear distinction between open data and other data, it has been decided to use a separate dedicated catalog for the protected data. A prototype of this catalog is currently under construction.
PT41;"Does the national portal have a strategy to ensure its sustainability?

For Explanation:
* If yes, please (1) provide the URL to this document and (2) describe the main measures to keep the portal running in the long-term and continue to serve its audience";new question;new question;Change;No;
PT42;"Is your national portal active on social media? 

For Explanation:
* If yes, please provide the URL(s) to your social media accounts. ";yes;"OpenDataLU on twitter and https://mas.to/@OpenDataLu on mastodon
youtube channel  https://www.youtube.com/channel/UCNc9Gufuv_yDDrwZZ1wOp7A";Complement;Yes;We are now also available on Linkedin https://www.linkedin.com/company/opendatalu/?viewAsMember=true
PT43;"Are the portal’s source code and relevant documentation and artefacts made available to the public (e.g. on platforms such as GitHub or GitLab)?

For Explanation:
*If yes, please provide the (1) platform name and (2) the URL to the portal’s account on this platform.";yes;on github https://github.com/opendatalu/ ;Confirm;;
PT44;"Do you monitor the characteristics of the data published on the portal, such as the distribution across categories, static vs. real-time data and how these change over time?

For Explanation:
* If yes, please provide the direct-URL to this feature";yes;We monitor the portal, its data publishers, their data, metadata, popularity, feedbacks, updating discipline, user interaction etc with the help of a dedicated dashboard, which is however only for internal use (at the moment), so there is no URL to share. This dashboard relies on a dedicated database, where all the transactional information of the portal are retrieved and  stored after the necessary cleaning and adaptation. We also store precedent states of the data, which enables us to make in-depth analysis of the evolution in time.;Confirm;;
PT45;"Does this monitoring enable the portal team and/or data providers to take action to improve their performance on the national portal?

For Explanation:
* If yes, please (1) explain how and (2) if applicable provide the direct-URL to this feature.";yes;"This monitoring has for example helped the Open data team to intensify the work with the data providers on the license indications - although ther has been some progress, there are still too many datasets without a license specification.
It has also helped the Open data team to gain insights about the relevance of data producers compared to others : indeed we are moving from the concept of maximum dataset counts to a broader concept of relevance, where the number of accesses, downloads, re-uses and feedbacks enter into consideration.";Confirm;;
Q1;"Is there a pre-defined approach to ensure that metadata is kept up-to-date?

For Explanation:
* If yes, please briefly describe your approach.";yes;Our  internal monitoring tool allows us to track the potential difference between the announced updating frequency and the real one -  this helps covering at least this particular aspect and allows the Open data team to check this with the data producers. When the portal functions are used (to update or to replace) normally the corresponding metadata fields are updated correctly to reflect the actual situation.;Complement;Yes;Apart from the information in the text from 2023, we also would like to mention that we check the links to the data resources that are mentioned in the metadata. This is important to prevent dead links to spoil the overall quality of the portal. The scans are made by scripts that run regularly and send reports with detected anomalies.
Q2;"What percentage of the metadata on the national portal is obtained from the source automatically, rather than edited manually? 

For Explanation:
* Please describe (1) the workflows you have to automate the harvesting of metadata and (2) for which types of data these apply to";new question;new question;Change;30-49%;The datasets that are created and updated automatically basically concern the following categories : geodata from the geoportal and/or the INSPIRE portal, geodata from the Greater-Region-Atlas project, national statistics and  statistical data from the national social security system. The geodata are all integrated via scripts on the producer (data owner) side, invoking the API of data.public.lu to create the datasets, create and update the metadata and the corresponding resource. For the statistical data the open data team has written dedicated harvesting scripts that scan the data owners' sites to retrieve the data and the descriptions. For the data from the national statistics office, this data harvesting happens with active mutual collaboration.
Q3;"What is the average delay from the moment the metadata describing a dataset is updated at the source, and the moment the change is visible on the portal?

For Explanation:
* Please explain the approach for updating metadata in a timely manner";new question;new question;Change;Within one day;The datasets that are automatically created and updated by the data owners via the above mentioned scripts, benefit from immediate updating at the moment they are modified. The other data that benefit from portal-side harvesting are scanned by scripts that run daily.
Q4;"Do you undertake efforts to ensure that published data covers the full period from when it was first published until today, for example,the complete time series?

For Explanation:
* If yes, please explain the measures in place to ensure complete series of datasets";new question;new question;Change;Yes;"The open data team checks the whereabouts of new datasets and  gets in touch with the data producers to see whether former time series can be added. Sensibilisation for the importance of long time data series is often necessary as most data producers tend to focus on the actual figures / data. In some cases the actual data can be delivered automatically whereas the retrieval of former series may need manual actions. Generally we sensibilise the data owner to implement an update procedure that keeps older data intact and available. We also advise them to consider a posteriori packaging of yearly data into one-year-archive files to prevent an excessive amount of resources in the datasets and allow an easier bulk download, or depending on the technical resources, to consider implementing an API.
Here an example : from the very beginning of Luxembourg's open data project, the quarterly anonymised extractions of statistics from the national person register RNPP are important datasets https://data.public.lu/fr/datasets/?q=rnpp ."
Q5;"Have you implemented the DCAT-AP High Value Datasets (semiceu.github.io) tag to denote the High-Value Datasets in your (national) open data portal(s)?

For Explanation:
* If yes, please specify how and highlight challenges if any.
* If you are an EFTA or a candidate country to the EU, please select 'not applicable'.";new question;new question;Change;Yes;"We have decided to denote the High Value datasets with the tag ""high value dataset"" and to add tags about the 6 HVD themes."
Q6;"Besides the DCAT-AP tag mentioned above, have you implemented any other measures to ensure that high-value datasets ((EU) 2023/138) are interoperable with datasets of other country?

For Explanation:
* If yes, please specify how and highlight challenges if any.
* If you are an EFTA or a candidate country to the EU, please select 'not applicable'.";new question;new question;Change;Yes;The HVD datasets go through an ETL pipeline to have their data model adapted as closely as possible to the specifications.
Q7;"Do you monitor the quality of the metadata available on your portal?

For Explanation:
* If yes, please briefly explain how this monitoring takes place. 
* If applicable, please provide the URL to this monitoring mechanism.";yes;"Our portal indicates to the data provider which metadata is poor in quality and when there has been an update. In the data set sub-page, the portal also gives advice on open file types and an appropriate number of tags. But it is not possible to give an URL as this section is only available to data providers. See screenshot in annexed Word document.
With our new internal dashboard tool, we can monitor the metadata quality in greater detail at several levels, at the level of the portal, one organisation, or its datasets. The metadata quality is assessed following several axes on all datasets, based on the priorities defined in DCAT-AP and aggregated at the level of an organisation. ";Confirm;;
Q8;"Do you publish information on the quality of the metadata available on the portal?

For Explanation:
* If yes, please provide the URL to this section. ";yes;"It is possible to get the metadata quality metrics of any of our datasets by using our API.
The API call is described here: 
https://data.public.lu/fr/docapi/#operations-datasets-list_datasets
and the ""X-Fields"" header needs to have the following value ""data{id,title,quality},*""
";Confirm;;
Q9;"Do you publish guidelines (e.g. written materials) and have tools in place, to assist publishers in publishing high-quality metadata? 

For Explanation:
* If yes, please (1) briefly describe this material and (2) provide the URLs to these materials and/or tools.";new question;new question;Change;Yes;"We have a small informal information document about how to best use the portal to provide good metadata for open data sets.
In this context it is woth mentioning the instruction document about licenses https://data.public.lu/fr/pages/fact-sheets/licenses/"
Q10;"Do you set any standards on metadata quality that data providers must abide by (e.g. on the use of licence, minimum metadata describes, use of certain DCAT-AP properties, etc)

For Explanation:
* If yes, please describe the standards you have in place, i.e. what is minimum information the metadata should describe ";new question;new question;Change;Yes;"On the portal a dataset can only be published if certain key metadata fields have been filled (or options been selected). This accounts for a certain minimum metadata quality. Among the mandatory fields on a datasets are the title, a description, an update frequency, a creation date and an author. Here we are stricter than DCAT-AP on the frequency and author fields. For a distribution, the mandatory fields are the title, the URL and the format. Here we are stricter than DCAT-AP for the format.
In our opendata strategy we insist on the importance of choosing an open licence and strongly advocate the use of CC0. At the opendata team we regularly manually check the datasets to add tags. There are also written guideline-documents like https://data.public.lu/fr/pages/fact-sheets/data-quality/ and https://data.public.lu/fr/pages/fact-sheets/licenses/"
Q11;"Do your open data publication/licensing guidelines provide recommendations for the use of Creative Commons (CC) licences, specifically CC BY 4.0 and CC0?

For Explanation:
* If yes, is this mandatory (e.g. prescribed by law) or recommended?
* Please provide a URL link to the guidelines";new question;new question;Change;Yes;In our opendata strategy https://data.public.lu/en/pages/strategy/ we strongly advocate the use of CC0. This is also the reason the great majority use this license. We also have published an information sheet about licenses to provide more insights about the CC licenses https://data.public.lu/en/pages/fact-sheets/licenses/.
Q12;What percentage of the open data available on the national portal is accompanied by licensing information? ;71-90%;N/A;Confirm;;N/A
Q13;How many different licences are used on your portal?;1-4;N/A;Confirm;;N/A
Q14;"Besides providing guidelines, are there regular activities conducted or mechanisms in place to  assist publishers in supplying high-quality datasets (metadata quality and data quality)?

For Explanation:
* If yes, please explain the support you provide?";new question;new question;Change;Yes;"There is a 3 tier approach to achieve good or at least continuously better public sector open data quality in Luxembourg : 
- the first concerns chapters dedicated to public sector open data, the national portal, and related topics in the regular trainings proposed to any public sector agent at the training institute INAP
- the second is the (recently built) group of open data representatives at the public sector organisations. This group has been mentioned in other questions above, and has been created following the Prime Minister's order to officially name such representatives, in his letter https://data.public.lu/fr/datasets/lettre-circulaire-aux-departements-ministeriels-administrations-et-services-de-letat-donnees-ouvertes/ , where several practical measures have been outlined to fulfill the obligations of the open data directive and corresponding national laws. The idea behind this permanent group is to intensify exchanges, best practices, technical help and general open data related information between the responsible persons via regular meetings. The first meeting of this series has taken place in April 2024 https://data.public.lu/fr/posts/le-premier-open-data-meetup-du-gouvernement/
- the third is the 1-to-1 approach we already mentioned before : the open data team usually is in touch with each individual data owner and helps with advice or technical assistance when data is published. Due to this good connection to the data owners, we are able to help focussing on quality aspects like updates, resource formats, problems in the data itself, metadata etc. This has proven to be of great value for the general data quality on the portal. In this context we should name our link checking programme : To avoid presenting data which is not available anymore, we have automated tests in place to check the availability of data, for all the data which is not hosted directly on the portal. Every month, an automatic check is conveyed, which is filtered manually to avoid false positives, then the team of the open data portal contacts all the organisations which have an availability issue (dead links), and try to find a solution with them to have the data back online as soon as possible. It can range from simple url fixes to more complex operations such ass setting up an automated synchronisation with the open data portal. This has been the case for example with our national weather data provider, Meteolux: 
https://data.public.lu/fr/datasets/present-weather-condition-at-luxembourg-airport-ellx-decoded-from-metar-message/"
Q15;"Does the national portal follow the DCAT-AP framework or, if not, are standards in place to ensure interoperability with DCAT-AP?

For explanation:
* If the  portal follow the DCAT-AP framework, please describe how compliance with DCAT-AP is ensured
* If the portal does not follow the DCAT-AP framework, please describe how interoperability with DCAT-AP is ensured";new question;new question;Change;Yes;To ensure interoperability between Luxembourg's national open data portal data.public.lu and other portals in Europe, data.public.lu offers an API to provide all its metadata in the DCAT and DCAT-AP formats, i.e. all metadata about the data stored or referenced on data.public.lu can be retrieved in this format. For example, the datasets published on data.public.lu are also published on data.europa.eu via the DCAT API from data.public.lu. More details can be found here https://data.public.lu/en/datasets/dcat-ap-api-endpoints-for-data-public-lu/
Q16;What is the percentage of metadata on your portal that is DCAT-AP compliant, in terms of mandatory classes? (agent, catalogue, dataset, literal, resource);>90%;;Confirm;;N/A
Q17;What is the percentage of metadata on your portal that uses DCAT-AP recommended classes? (category, category scheme, distribution, licence document);31-50%;;Confirm;;N/A
Q18;What is the percentage of metadata on your portal that uses DCAT-AP optional classes? (catalogue record, checksum, document, frequency);31-50%;;Confirm;;N/A
Q19;"Is there a national extension of the DCAT-AP standard developed for your country? 

For Explanation:
* If yes, please (1) briefly outline the reasons for this decision, and (2) what the main differences between the national variation and the EU standard are.
* If applicable, please provide the URL to the documentation of the national DCAT-AP extension.";no ;;Confirm;;
Q20;"Do you investigate the most common causes for the lack of DCAT-AP compliance?

For Explanation:
* If yes, what are the main causes for the lack of DCAT-AP compliance?";new question;new question;Change;Yes;"The main causes of DCAT-AP non-compliance:
-	The DCAT-AP endpoint is part of the core platform we use for our portal, which we have to update regularly. This can be a costly update, because we have to keep some customisations and settings, so we are not doing it every year. In the meantime, the DCAT-AP standard is constantly updated. It could be interesting to have a more stable standard, which would be less frequently updated, giving us the time to catch up. On our side, we analyse regularly our compatibility with the DCAT-AP standard (see the gap analysis here https://data.public.lu/fr/datasets/r/f6097aa5-fbfd-4aa3-94a2-d6fd8d5a8882 and we discuss possible improvements of its implementation with the upstream (udata) project https://github.com/opendatateam/udata/issues/2854 )
-	Moreover, we don’t have any known user of our DCAT-AP endpoint except the european data portal.  We have not received any feedback about our DCAT-API endpoint implementation so far. This lack of feedback does not help us to prioritise fixes on the DCAT-AP endpoint."
Q21;What is the percentage of datasets whose metadata provides a reference to where the data can be downloaded, or its API accessed (“download-URL” in the DCAT-AP specification)?;>90%;N/A;Confirm;;N/A
Q22;What is the percentage of datasets whose metadata provides a reference to a web page from where the data can be accessed (“access-URL in the DCAT-AP specification)?;>90%;N/A;Confirm;;N/A
Q23;"Do you use a model (such as the 5-Star Open Data or FAIR) to assess the quality of deployment of data in your country?

For Explanation:
* If yes, please briefly describe.";yes;"We mention the 5 star model in our meetings with data providers and in our trainings for public sector agents about data, opendata, transparency etc. There we try to promote at least ** and *** level. We also explain the FAIR principles.
Internally at the portal level we have an own metadata quality rating system, that helps data providers to be aware of potential quality issues at a glance.";Confirm;;
Q24;"Do you conduct activities to promote and familiarise data providers with ways to ensure higher quality data?

For Explanation:
* If yes, please briefly describe.";yes;We mention the 5 star model in our meetings with data providers and in our trainings for public sector agents about data, opendata, transparency etc. There we try to promote at least ** and *** level. This topic has gained increased interest and visibility due to the national Network Interoperability Framework programme, proposed by Luxembourg's Ministry of digitalisation (https://digital.gouvernement.lu/en/dossiers/2019/NIF-2019.html).;Complement;Yes;Please see - in addition to the answer from 2023 for this question - also the answer above provided for Q14.
Q25;What percentage of datasets are made available under an open licence? ;>90%;N/A;Confirm;;N/A
Q26;What percentage of licences are provided in a structured data format?;71-90%;N/A;Confirm;;N/A
Q27;What percentage of datasets are provided in an open and machine-readable format?;71-90%;N/A;Confirm;;N/A
Q28;What percentage of datasets consistely use Uniform Resource Identifiers?;<10%;N/A;Confirm;;N/A
Q29;What percentage of datasets link to other renowned sources to provide additional context for the users, e.g. in a linked data fashion?;<10%;N/A;Confirm;;N/A
I1;"Do you have a definition of open data reuse in your country?
 
For Explanation:
* If yes, please specify it.";yes;"The law on open data gives the following definition:
« réutilisation » : l’utilisation par des personnes physiques ou morales de documents détenus par :
a) des organismes du secteur public, à des fins commerciales ou non commerciales autres que l’objectif initial de la mission de service public pour lequel les documents ont été produits, à l’exception de l’échange de documents entre des organismes du secteur public aux seules fins de l’exercice de leur mission de service public ; ou
b) des entreprises publiques, à des fins commerciales ou non commerciales autres que l’objectif initial de fournir les services d’intérêt général pour lequel les documents ont été produits, à l’exception de l’échange de documents entre des entreprises publiques et des organismes du secteur public aux seules fins de l’exercice de leur mission de service public ;";Confirm;;
I2;"Are there any processes in place to monitor the level of reuse of your country's open data?
 
For Explanation:
* If yes, please (1) briefly describe these processes and (2) provide the URLs to support the answer.";yes;The portal has a section which focuses on re-uses that are declared as such https://data.public.lu/en/reuses/.In reality we notice that many re-uses are detected separately, f.e. during discussions or collaborations,  and only announced and described upon our invitation.;Confirm;;
I3;"Are there any activities in place to encourage public bodies to monitor the reuse of their own published data (e.g. incentives or obligations in place for public bodies or civil servants of national government)?
 
For Explanation:
* If yes, please (1) briefly describe these activities/incentives and (2) provide the URLs to support the answer.";yes;"The SIP open data team actively searches for visible re-use cases of opendata and encourages their description in the dedicated section of the national portal https://data.public.lu/fr/reuses/ .
To trigger the data producers' interest in monitoring potential re-uses of their data, the open data team highlights interesting cases via articles in the open data news section, and messages in the social media, to give a positive visibility to the data producers. Example https://data.public.lu/fr/posts/stroummonitor-la-vigie-qui-na-jamais-vire-au-rouge/";Confirm;;
I4;"Does your country have processes in place to monitor and measure the level of reuse of high-value datasets ((EU) 2023/138)?
 
For Explanation:
* If yes, please specify how and highlight challenges if any. 
* If you are an EFTA or a candidate country to the EU, please select 'not applicable'.";new question;new question;Change;No;
I5;"Has your government specified what 'impact of open data' means (e.g. in a strategy document)?
 
For Explanation:
* If yes, how do you define the impact of open data in your country? 
* If possible, please provide a URL to a public document describing it.";yes;Luxembourg's concept of open data  impact is related to effects of the availability of open data in the areas of economic growth, the digitalisation of public services, the innovation sector, the Greater Region collaboration and particularly important challenges of the local society in Luxembourg. https://data.public.lu/en/pages/impact/ ;Confirm;;
I6;"Do you have a methodology in place to measure the impact of open data in your country?
 
For Explanation:
* If yes, please briefly describe the key points of this methodology.";yes;"The use of the open data portal and of its data sets is monitored in detail, which allows to gain insights about re-use cases and their impact. In the portal, the internal statistic dashboard which renders key information about every dataset, is a good way to track the popularity of datasets, from the perspective of the data producers.
We keep an eye on the exchanges between data users and providers in the corresponding portal sections, to deduce possibly interesting re-use cases, and - as far as possible with the available means - we try to know more in order  to properly document the re-use to evaluate it's impact as well as to use it as an example to trigger further visibility for open data.
A particular case are API's where it is possible to require the use of a personal key, which obliges re-users to  be identified and the data providers to get detailed information about the uses. This is also the case of the geoportal API, which is used a lot at the national level, or the  public transport API for example.
Currently however these insights are not yet handled in a coordinated way.";Confirm;;
I7;"Is there collaboration between government and civil society or academia to create open data impact in your country?

For Explanation:
* If yes, please provide an example
* If possible, URLs to such projects and collaborations.";yes;We definitely try to reach out beyond the public sector institutions to achieve concrete results from interesting open data. One example might be our private sector data provider myEnergy https://data.public.lu/fr/organizations/my-energy-g-i-e/, who proposes data about electric mobility, heating etc, as well as a re-use of existing open data (national person register) in form of a  subsidy calculator (https://data.public.lu/fr/reuses/base-de-calcul-pour-la-determination-de-la-subvention-variable-annuelle-liee-a-la-certification-european-energy-award/);Confirm;;
I8;"Have any public bodies in your country launched or performed any activities in the past year to understand which and how (open) datasets are reused?

For Explanation:
* If yes, which of the following activities?
* Multiple answers are possible.";yes;N/A;Confirm;;N/A
I8-a;Automated feedback mechanisms tracking users´ access to datasets;new question;new question;Change;Yes;"The portal API allows access to datasets, and is monitored. The analytics are presented on every dataset in the back-office to all data producers, acting as an automated feedback mechanism.
Several important datasets are available via dedicated APIs and are also tracked by their providers. Some APIs can only be used with a (free) API key that  has to be given beforehand. This enables the data producer to monitor individual API usage."
I8-b;Surveys;new question;new question;Change;Yes;"We indeed launched a survey to gain insights about the needs of the portal users https://data.public.lu/fr/posts/your-opinion-matters/. 
https://data.public.lu/fr/posts/beyond-satisfaction-unveiling-the-desires-of-our-users/"
I8-c;Interviews/workshops with reusers;new question;new question;Change;Yes;"Preparation meetings about the data, hackathon event and a posteriori follow-ups : language data by Zentrum fir Letzebuerger Sprooch ZLS https://data.public.lu/fr/posts/a-new-range-of-ideas-to-enhance-language-tools/
We also regularly conduct interviews with actual open data re-users and document their experience in dedicated blog articles:
https://data.public.lu/fr/posts/lutilisation-du-sol-une-information-precieuse-pour-les-antennes-relais/
https://data.public.lu/fr/posts/sur-la-trace-des-luxembourgeois-outre-atlantique/
https://data.public.lu/fr/posts/bruno-rodrigues-defend-une-approche-basee-sur-la-reproductibilite-de-la-data-science-au-luxembourg/
https://data.public.lu/fr/posts/stroummonitor-la-vigie-qui-na-jamais-vire-au-rouge/"
I8-d;Other;new question;new question;Change;No;
I9;"Have any public bodies in your country launched or performed any activities in the past year to better understand reusers' needs in order to further stimulate the reuse of open data?

For Explanation:
* If yes, which of the following activities have been performed? Please describe how the activity has helped you better stimulate reuse.
* Multiple answers are possible.";yes;N/A;Change;Yes;N/A
