ID;Question;Answer from 2023;Explanation from 2023;Confirm, change or complement answer/explanation from 2023;Provide updated answer (if applicable);Provide updated explanation (if applicable)
PT26;"Do you used the insights about portal usage and about the behaviour and needs of portal users to improve the portal accordingly?

For Explanation:
* If yes, please explain your process for improving the portal based on user insights and feedback
* If relevant, kindly highlight some improvements made in the past year";new question;new question;Change;Yes;"For the modernization of the Unified state web portal of Open Data, a technical task and a technical and economic justification were developed, the feedback of the portal users was also taken into account during the development of these documents. 
Results of the Portal's audit: https://drive.google.com/file/d/1VWDAYpzZjJ9ofsWj2soXl5RGlWEG5y2K/view?usp=sharing, technical task: https://drive.google.com/file/d/15gZo1SvO3WKHWXOta7PwVQ8JZiPRSpR2/view?usp=sharing, technical and economic justification: https://drive.google.com/file/d/19U6kVfO4SU6bnG0_yWfIiY_xUGsBIINn/view?usp=sharing.
In January 2024, a survey of users of the Unified State Web Portal of Open Data was conducted to determine the needs of data users https://docs.google.com/forms/d/e/1FAIpQLScwiBCSqO3Byx8fcZlpujEbrm3DWYeuiMyd9YfyBrC2wpb4ew/viewform. 
The opinions of the users of the portal were taken into account during the preparation of the documents mentioned above, as well as during the previous modernizations of the portal.  Thus, it was created ""Diya.Open data"". It is a competence center in the field of Open Data, which aims to increase the level of knowledge about Open Data, its impact and benefits for everyone."
PT27;"Do you undertake any activities to promote the portal and attract new users or new audiences?

For explanation:
* If yes, please (1) explain what activities your perform, and (2) mention if these activities are directed at any specific target audience (e.g. business, public sector, academia, etc.)";new question;new question;Change;Yes;"In order to attract new users of the portal, the Ministry of Digital Transformation actively conducts trainings for data providers and data users, and annually monitors the status of publication and updating of data on the portal (https://zakon.rada.gov.ua/laws/show/409-2019- %D0%BF#Text), public events are held with the participation of key stakeholders in the field. In order to encourage data providers to publish and update data on the portal, correspondence is constantly carried out with them, as well as with the Ombudsman of Ukraine in case of violations of legislation in the field of Open Data. In addition, the issue, in particular, the restoration of public information in the form of Open Data, training on Open Data, is included in the Action Plan for the implementation of the ""Open Government Partnership"" Initiative in 2023-2025. https://zakon.rada.gov.ua/laws/show/1049-2023-%D1%80#Text"
PT28;"Do you monitor what keywords are used to search for data and content on the portal?

For Explanation:
* If yes, please briefly (1) describe your process and (2) how you use the insights to improve the portal";new question;new question;Change;Yes;Portal team monitors the portal`s traffic and usage, including keywords are used to search for data. We use Google Analytics Tool, Google Search Console. 
PT29;"Do you monitor the most and least consulted pages?

For Explanation:
* If yes, please briefly (1) describe your process and (2) how you use the insights to improve the portal
* For informational purposes, kindly provide the URLs to the five most popular datasets on the portal";new question;new question;Change;Yes;Portal team monitor the portal`s traffic and usage, including the most and least consulted pages. We use Google Analytics Tool, Google Search Console. 
PT30;"Do you take measures to optimise the search and discoverability of content (data and editorial)? 

For Explanation:
*If yes, please briefly describe how your optimise the search";yes;"Publishers are provided with standards on metadata and content of data sets https://data.gov.ua/pages/835-rec-index  

Also portal provide a search feature through  meta tags (open graph protocol) generated by the content management system and key-words";Complement;Yes;"Publishers are provided with standards on metadata and content of data sets https://data.gov.ua/pages/835-rec-index   
Also portal provide a search feature through meta tags (open graph protocol) generated by the content management system and key-words.
In addition, the Google Search Console operates, which allows to understand the behavior and needs of users of the portal.
Google search analysis and SEO optimization of the portal are also carried out."
PT31;"Is the metadata on your portal available in clear plain language to enable both humans and machines to read and understand it? 

For Explanation:
*If yes, please provide the URL to an example documenting this feature.";yes;"Guidelines for metadata implemented in Open Data standards https://data.gov.ua/pages/835-rec-index 
Machine-readable metadata published in CSV passports along with human-readable tables on datasets pages https://data.gov.ua/dataset/df12fed5-71db-40c6-835f-a4df93bfce66";Confirm;;
PT32;"To what degree do public sector data providers contribute data to the portal? 

For Explanation:
*Please describe what is the agreed approach.
* If less than the majority of data providers, please briefly explain why (e.g. technical incompatibilities, governance aspects, low awareness etc.).";all public sector data providers;According to legislation, all public sector data providers have to publish their data on the portal. On the central level, approximately 100% of providers publish their data (at least 1 data set). On the regional/local level more than 80% of data providers publish their data(at least 1 data set) Portal team constantly monitors the level of data sets publication by both central and regional/local authorities. The main reasons why not all the required datasets are published are technical incompatibilities of publishers and lack of human resource;Confirm;;
PT33;Do you identify the data providers that are not yet publishing data on the national portal?;Yes, or all public sector data providers already publish data;N/A;Confirm;;N/A
PT34;"Were there concrete actions taken to assist these data providers with their publication process?

For Explanation:
* If yes, could you provide some examples of the actions taken in this regard.";yes, or all public sector data providers already publish data;"Instruction and other materials helping data providers with their publication process are published at the portal https://data.gov.ua/pages/835-rec-index 
Data providers can get technical support through the emails, chat or calls by the portal team.

Moreover, Ministry of Digital Transformation has launched a curriculum - ""Intensive on Open Data for data providers - central executive bodies and local self-government bodies"". The purpose of the intensives is to improve the quality of datasets of central executive bodies and local self-government bodies. To this end, the participants of the Intensive together with the experts:
diagnose their own Open Data policy;
analyze its strengths and weaknesses;
draw up an action plan to help effectively publicize datasets and begin implementing it.

These intensives are carried out monthly (separated for central executive bodies and local self-government bodies) and last for 2 weeks including both intramural and asynchronous forms of work. Representatives from central executive bodies and local self-government bodies have already successfully finished 14 intensives (2023 year). In 2022 the 37 intensives were conducted.";Complement;Yes, or all public sector data providers already publish data;"Instruction (https://bit.ly/3dq9MYZ) and other materials helping data providers with their publication process are published at the portal https://data.gov.ua/pages/835-rec-index Data providers can get technical support through the emails, chat or calls by the portal team. Also Ministry of Digital Transformation has launched a curriculum - ""Intensive on Open Data for data providers - central executive bodies and local self-government bodies"". The purpose of the intensives is to improve the quality of datasets of central executive bodies and local self-government bodies. To this end, the participants of the Intensive together with the experts: diagnose their own Open Data policy; analyze its strengths and weaknesses; draw up an action plan to help effectively publicize datasets and begin implementing it. These trainings are carried out monthly (separated for central executive bodies and local self-government bodies) and last for 2 weeks including both intramural and asynchronous forms of work. Moreover, from the end of 2023, the Open Data Academy is implemented. This is an initiative aimed at training regional civil servants on Open Data. So far, such trainings have been carried out for such employees of Chernivtsi, Lviv, Zakarpattia, Vinnytsia, and Rivne regions. By the end of 2025, it is planned to cover all regions of Ukraine. https://academy.data.gov.ua/. 
Also, in order to increase the level of professional knowledge and competencies of civil servants and officials of local self-government in the field of ensuring rights to access to public information, proper organization of the process of access to Open Data, a general short-term training program for civil servants was developed in co-operation with National Agency of Ukraine for Civil Service Affairs: https://pdp.nacs.gov.ua/courses/dostup-do-publichnoi-informatsii-dlia-derzhavnykh-sluzhbovtsiv-ta-posadovykh-osib-mistsevoho-samovriaduvannia. In 2023, 497 employees completed this training program, in 2024, by the end of June, according to the plan, more than 330 employees will complete this program.
On November 28, 2023, Ukraine launched the CDTO Campus project to accelerate digital transformation across the country. Ukraine is one of the first countries in the world to introduce the position of Chief Digital Transformation Officer - CDTO both in ministries and at the regional level. Within this new strategic project, civil servants working in the field of digital transformation will be trained, and the state will be provided with specialists qualified to lead and implement digital reforms. Within this project, digital leaders are taught the basics of forming and implementing an Open Data policy. https://www.cdto-campus.com/ua/cdto-campus-ua, https://www.cdto-campus.com/ua/programs-ua/obsie-formuvannya-ta-realizaciya-politiki-vidkritih-danih-cdto-campus-copy."
PT35;"Besides the national Open Data portal, are there other regional and local portals? 

For Explanation:
* If yes, please provide a complete list and the links to these portals.";yes;"Drogobych city opendata portal  https://opendata.drohobych-rada.gov.ua/
Kharkiv city opendata portal  https://opendata.kharkivrada.gov.ua/ 
Ternopil city opendata portal  https://opendata.ternopilcity.gov.ua/
Lviv city opendata portal  https://opendata.city-adm.lviv.ua/ 
Irpin city opendata portal  https://data.imr.gov.ua/ 
Kyiv city opendata portal https://data.kyivcity.gov.ua/ 
Dubno city opendata portal  https://ckan.dubno-adm.rv.ua 
Kolomyia city opendata portal  https://dani.kolrada.gov.ua/ 
Slavuta city opendata portal  https://opendata.slavuta-mvk.gov.ua/ 
Dnipro city opendata portal  https://opendata.dniprorada.gov.ua 
Chernihiv region opendata portal  http://opendata.cg.gov.ua/ 
Vinnytsia city opendata portal  https://opendata.gov.ua/ 
Kramatorsk city opendata portal  https://odp.krm.gov.ua/ ";Complement;Yes;"Drogobych city opendata portal  https://opendata.drohobych-rada.gov.ua/
Ternopil city opendata portal  https://opendata.ternopilcity.gov.ua/
Lviv city opendata portal  https://opendata.city-adm.lviv.ua/
Lviv region opendata portal https://data.loda.gov.ua/ 
Irpin city opendata portal  https://data.imr.gov.ua/ 
Dubno city opendata portal  https://ckan.dubno-adm.rv.ua 
Kolomyia city opendata portal  https://dani.kolrada.gov.ua/ 
Slavuta city opendata portal  https://opendata.slavuta-mvk.gov.ua/ 
Dnipro city opendata portal  https://opendata.dniprorada.gov.ua 
Chernihiv region opendata portal  http://opendata.cg.gov.ua/ 
Vinnytsia city opendata portal  https://opendata.gov.ua/ 
Khmelnytskyi city opendata portal https://mycity.khm.gov.ua/OpenData 
Kryvyi Rih https://od.kr.gov.ua/
Lutsk city opendata portal https://data.lutskrada.gov.ua/
Bila Tserkva city opendata portal https://opendata-bc.gov.ua/
Zakarpattia region opendata portal https://data.carpathia.gov.ua/
Kropyvnytskyi city opendata portal https://data.kr-rada.gov.ua/
Chernihiv region opendata portal https://data.cg.gov.ua/"
PT36;"Are regional and local portals listed above and their data sources discoverable via the national portal? 

For Explanation:
* If not applicable, please briefly explain why. ";yes;;Confirm;;
PT37;"To what degree are  regional and local sources harvested automatically? 

For Explanation:
* If less than the majority of existing sources is harvested by the national portal, please briefly explain why.                        
* If not applicable, please briefly explain why. ";all datasets;;Confirm;;
