ID;Question;Answer from 2023;Explanation from 2023;Confirm, change or complement answer/explanation from 2023;Provide updated answer (if applicable);Provide updated explanation (if applicable)
P10-b;"Do these data inventories include the data collected by public bodies that cannot be published as open data (e.g. in relation to the EU Data Governance Act (EU) 2022/868)? 

For Explanation:
* If yes, please briefly specify.";yes;The aim of the I14Y-Platform is that all of the Federal Administration's data collections are described here in a form that provides information on the existence and quality of the data held. More Information: www.i14y.admin.ch;Complement;Yes;[mro] The inventory can be carried out for all data (open, closed and shared) on the interoperability platform
P11;"Is your country applying the implementing regulation (EU) 2023/138 on high-value datasets?

For Explanation:
* If yes, how is it progressing? 
* If you are an EFTA or a candidate country to the EU, please select 'not applicable'.
** In the table below, please indicate your progress with respect to a) organisation, b) legal aspects, c) technical aspects on a scale from 1 to 5. 1 = no progress; 2 = few progress; 3 = some progress; 4 = considerable progress; 5 = works are finalised.";new question;new question;Change;Not Applicable;
P12;"Have the public bodies in your country denoted relevant datasets as high-value datasets in their metadata following the publication of the implementing regulation (EU) 2023/138 on high-value datasets?

For Explanation:
*  If yes, please specify how and highlight challenges, if any. 
* If you are an EFTA or a candidate country to the EU, please select 'not applicable'.";new question;new question;Change;Not Applicable;
P13;"Is there a governance structure in place that enables the participation and/or inclusion of various open data stakeholders? 

For Explanation:
*  If yes, please briefly describe the governance structure and its operating model ";new question;new question;Change;Yes;"The activities to support open government data (OGD) in Switzerland are organised by various bodies, including the specialist body for data management and interoperability, the OGD forum and two operational working groups (legal and portal).

The specialist body for data management and interoperability is responsible for coordinating data management and interoperability throughout the Federal Administration. It also coordinates open government data and OGD activities.

The main function of the OGD forum is to facilitate the sharing of expertise on open data and support stakeholder debate on this topic in Switzerland. It also provides support for the implementation of the OGD activities set out in the 2024‒2027 OGD master plan. To this end, it sets out recommendations for the development of OGD in Switzerland, supports the coordinated implementation of OGD throughout Switzerland and raises awareness throughout the Federal Administration of the OGD principles in accordance with the federal act (EMOTA). Additionally, it encourages multistakeholder participation and debate on OGD matters at every level of the Swiss federal system. The members of the OGD forum have the power to set up independent working groups.

Two working groups have been set up to support delivery of the OGD master plan. The portal working group oversees the operation and development of the opendata.swiss portal. This group is open to all opendata.swiss contributors. The legal working group ensures that OGD activities have a solid legal basis and that conditions for the use of OGD keep pace with new developments."
P14;"How would you classify the model used for governing open data in your country? 

For Explanation:
*  Please briefly explain why this model was chosen/works best for your country";hybrid;At a federal level it works more top-down, whereas at national level it follows more a concept of cooperation;Confirm;;
P15;"Does the governance structure ensure that the local and regional open data initiatives are facilitated and supported at national level?

For Explanation:
* If yes, please give an example of what kind of support.
* If not applicable, please explain why.";new question;new question;Change;Not Applicable;The administrative structure at federal level is supported by a law (EMBAG). This law does not apply to the cantons and municipalities, but serves as a guide for them. In principle, however, a regulated governance structure at federal level should also facilitate initiatives at regional level.   
P16;"To what degree do local/regional public bodies conduct open data initiatives? 

For Explanation:
* If not applicable, please explain why.";approximately half of the public bodies;;Change;The majority of public bodies;There are very few public bodies that don't have open data initiatives.  
P17;"Is a document describing the responsibilities and governance structure of the national (and/or regional/local) open data team publicly available?

For Explanation:
* If yes, please provide the URL where this information is published. ";yes;https://www.bfs.admin.ch/bfs/de/home/dienstleistungen/ogd/aktivitaeten.html;Complement;Yes;Organisation of open government data activities under the 2024–2027 master plan: https://www.bfs.admin.ch/bfs/en/home/services/ogd/activities.html
P18;"Is there a regular exchange of knowledge or experiences between the national open data team and the team maintaining the national portal? 

For Explanation:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";yes;"It's the same team; OGD office: https://www.bfs.admin.ch/bfs/en/home/services/ogd.html";Complement;Yes;This is the same team. The OGD office maintain the national portal and is also in charge of the cross-cutting OGD theme at the national level (open data team).
P19;"Does the governance model include the appointment of official roles in civil services that are dedicated to open data (e.g. open data officers)?

For Explanation:
* If yes, please describe how this task is fulfilled at public body level.";yes;Various dedicated posts for dedicated open data officers have been created on the federal level (OGD Office) but also at the cantonal level (OGD Basel, OGD Zürich);Complement;Yes;"OGD data stewards from the departments will be appointed at federal level this year. 
Task: 
- Maintenance of metadata and data of the organizational unit
-Harmonization according to the semantic standards (metadata) defined in a specific subject area
-Correct and complete maintenance of metadata, including the preparation and publication of Open Government Data (OGD)
- Responsibility for maintaining the quality of data content and structures within the organizational unit "
P20;"Is there a regular exchange of knowledge or experiences between the national open data team and the wider network of open data officers in your country? 

For Explanation:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";yes;"OGDDACHLI: https://www.bfs.admin.ch/bfs/de/home/dienstleistungen/ogd/dachli.html, Forum OGD: https://twitter.com/opendataswiss/status/1651813602733555714; Linked Data Day: https://lindas.admin.ch/linked-data-day/?lang=en";Complement;Yes;"We have regular meetings in the OGD working group of KORSTAT. OGD representatives from the Swiss cantons, municipalities and cities as well as the OGD office meet here to share their knowledge and experience. See Attachement AGO OGD Korstat 
Open Government Data Forum : https://www.bfs.admin.ch/bfs/en/home/services/ogd/activities.html "
P21;"Is there a regular exchange of knowledge or experiences between public sector bodies (i.e. the providers) and open data reusers (e.g. academia, citizens, businesses)?

For Explanation:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";yes;Open Data Beer, for example last november organized by OGD Office and Liip AG: https://opendatabeer.ch/impressionen/open-data-beer-nr-20-29-11-2022/;Complement;Yes;"Opendata.ch/Forum: https://opendata.ch/de/events/opendata-ch-2024-forum/
Open Data Beer: https://opendatabeer.ch/
Linked Data Meetup: https://www.bfh.ch/de/aktuell/fachveranstaltungen/linked-data-meetup-1-24/
Hackathons: https://www.bk.admin.ch/bk/en/home/digitale-transformation-ikt-lenkung/bundesarchitektur/api-architektur-bund/govtech-hackathon24.html"
P22;"Do data publication plans exist at public body level?

For Explanation:
* If yes, please provide the URL and briefly highlight the key aspects covered. ";yes;"There are overarching initiatives and handbooks and many organizations are better defining their internal process. Geodata is particularly well managed. https://www.geo.admin.ch/en/base-geodata and for geometadata: https://www.geocat.admin.ch/en/documentation/application.html
On cantonal level: guidelines from canton zurich: https://www.zh.ch/de/politik-staat/opendata/leitlinien.html";Confirm;;
P23;"Are there processes to ensure that the open data policies/strategy previously mentioned are implemented (e.g. monitoring)?

For Explanation:
* If yes, please specify the process(es).";yes;"Monitoring and ""Controlling"" are generally an important task of the open government data office. The OGD office is obligated to deliver a yearly progress report to the government.";Complement;Yes;"OGD-Masterplan 2024 - 2027 p. 13 chapter 5: In cooperation with the various stakeholders, the OGD office coordinates the evaluation of the implementation of operational informal consultations to evaluate the implementation of the operational objectives (section 5). It monitors the status of implementation of the action plan and prepares information for the management level in order to facilitate decision-making 
with a view to updating this master plan. The evaluation takes the following dimensions into account into account:
- Evaluation of the implementation of the operational objectives: Overview of the status of implementation of the measures using the indicators proposed in Chapter 6;
- Evaluation of the OGD offering: status of the OGD offering in comparison with the objectives set (including FSO performance indicators);
- Monitoring the implementation of OGD at cantonal level;
- International comparison: Switzerland in international comparison in the OGD area"
P24;"Do you update your policy/strategy as appropriate to ensure its success, such as based on data collected for monitoring?

For explanation:
* If yes, please describe the process and any recent updates made to strategy/policy";new question;new question;Change;Yes;"Yes, the master plan OGD (2024-2027) is based on the results of a user survey. At the same time, workshops were held with participants from the federal government, cantons and municipalities, academia and civil society. In order to define the master plan according to the different needs of the participants, within the framework of the EMBAG regulations. The previous strategy (2019-2023) was also evaluated and its results taken into account: https://www.efk.admin.ch/en/audit/implementation-of-key-recommendations-general-secretariat-of-the-federal-department-of-home-affairs-and-federal-statistical-office/. 

The master plan is updated every 4 years, corresponding to the duration of the legislature. The new proposal is submitted to the Federal Council, which decides the measures to be taken in the OGD field."
P25;"Are there any processes in place to assess if public sector bodies are charging for data above marginal cost? (please see directive (EU) 2019/1024 on open data and the reuse of public sector information).

For Explanation:
* If yes, please specify the process(es).";I don't know;;Change;No;
P26-a;"What are the top 3 challenges that your country is facing in the implementation of the mentioned open data policies/strategy?

For Explanation:
* Please briefly describe.";N/A;"1) Missing clear legal base for OGD publications
2) Lack of understanding from the federal offices (both at the management level and the base, even if there are of course many good exceptions) about the importance of OGD
3) somewhat a lack of gouvernance in data management";Change;N/A;"1) Lack of understanding of the importance of OGD by some federal agencies (both at the management level and at the grassroots level, although there are many good exceptions).
2) A certain lack of governance in data management also because of federalism. Should be resolved with EMBAG and the NaDB program.
3) Lack of financial and human resources"
P26-b;"Are there activities in place to address these challenges in your country (e.g. with specific national/regional/local plans or initiatives)?

For Explanation:
* If yes, please briefly describe the measures that you have adopted or plan to adopt to address these challenges. 
* If no, please specifiy what is hampering finding a strategic approach to solve these challenges.";yes;"OGD will be anchored in a federal law as of 01.01.2024: https://www.parlament.ch/en/ratsbetrieb/suche-curia-vista/geschaeft?AffairId=20220022; Awareness is growing thanks to multiple initiatives both internal (more and better publications) and from the user side (interesting and innovative use of OGD awakens the interest of federal bodies to publish). Implementation (fourth realisation in August 2023) of the Data Management and Open Government Data training module: https://www.bfh.ch/de/aktuell/fachveranstaltungen/weiterbildung-data-management-und-open-government-data-2023/
The national data management programme puts in place a governance model for data management at national level: https://www.bfs.admin.ch/bfs/en/home/nadb/nadb.html";Complement;Yes;"""-LMETA: https://www.fedlex.admin.ch/eli/cc/2023/682/fr#art_10 
-Masterplan OGD 2024-27 : https://www.bfs.admin.ch/bfs/en/home/services/ogd/masterplan.html
-National data management program (NaDB) : https://www.bfs.admin.ch/bfs/en/home/nadb/nadb.html 
-various other programs"""
P27;"Are there any activities in place to assist data holders with publishing their data as open data (i.e. to help them with the data opening process)?

For Explanation:
* If yes, please describe/provide examples of these activities.";new question;new question;Change;Yes;"The OGD Office
 - Supporting administrative units and data providers in referencing open datasets on opendata.swiss
- Promotion of (OGD) data competence through theoretical and practical training in the management of (meta)data within and outside the federal administration.
URL: https://www.bfs.admin.ch/bfs/de/home/dienstleistungen/ogd/geschaeftsstelle.html
Handbook: https://handbook.opendata.swiss/fr/"
P28;"Is there a professional development or training plan for civil servants working with data in your country? 

For Explanation:
* If yes, please briefly describe these training activities.";yes;"There are different activites in place. In particular we organise an official course on the topic ""open data & data management""";Complement;Yes;https://www.bfh.ch/de/aktuell/fachveranstaltungen/weiterbildung-data-management-open-government-data/
P29;"Are there annually held national, regional or local events (e.g. hackathons, courses, conferences, users meet-ups, summer/winter schools) to promote open data and open data literacy in your country beyond the target group of public servants? 
 
For Explanation:
* If yes, please provide examples (e.g. title, date, location of the event and URL).";yes, >9;https://opendata.ch/events, opendatabeer.ch, ;Complement;Yes, >9;"Hackathons: https://opendata.ch/projects/hackathons/ ; https://www.bk.admin.ch/bk/en/home/digitale-transformation-ikt-lenkung/bundesarchitektur/api-architektur-bund/govtech-hackathon24.html
Lecture: https://www.digitale-nachhaltigkeit.unibe.ch/studium/open_data_veranstaltung/fruehjahrssemester_2024/index_ger.html"
PT1;"Is there a national portal in your country for that enables users to search for open datasets and find where to download open data? 

For Explanation:
* If yes, please provide the URL of the national portal.";yes;https://opendata.swiss/en/;Confirm;;
PT2;"For Explanation:
* What is the technology stack of your portal (e.g. based on uData, CKAN, etc.)";new question;new question;Complement;N/A;it is based on CKAN
PT3;"Does the national portal offer to its users a way to programmatically query the metadata via an API?

For Explanation:
* If yes, please provide the direct-URL to this feature.";new question;new question;Change;Yes;"On the front page of https://opendata.swiss/en, below the search box, you will find the ""Access the data catalog using the API"" link, which will take you to this page: https://handbook.opendata.swiss/fr/content/nutzen/api-nutzen.html"
PT4;"Does the national portal offer to its users a way to programmatically query the metadata via a SPARQL access point?

For Explanation:
* If yes, please provide the direct-URL to this feature.";new question;new question;Change;No;
PT5;"Does the national portal offer/link to documentation on the use of APIs?

For Explanation:
* If yes, please provide the direct-URL to this feature.  ";new question;new question;Change;Yes;https://handbook.opendata.swiss/fr/content/nutzen/api-nutzen.html
PT6;"Does the national portal offer/link to documentation on the use of SPARQL? 

For Explanation:
* If yes, please provide the direct-URL to this feature.  ";new question;new question;Change;No;
PT7;"Does the national portal provide functionality for users to contribute datasets they have produced or enriched? 

For explanation:
* If yes, please (1) explain how  the portal facilitate the linking of documentation and supporting materials to these user-contributed datasets and (2) provide the direct-URL to this feature.";new question;new question;Change;No;
PT8;"Does the national portal offer a mechanism for users to provide general feedback, such  a 'Contact us' or 'Feedback' button that is placed in a visible spot and would allows users to send a general comment concerning the portal?

For Explanation:
* If yes, please provide the direct-URL to this feature or describe how this functionality is provided.";no;;Change;Yes;https://opendata.swiss/de/contact
PT9;"Does the national portal offer a mechanism for users to provide feedback on specific datasets, such as a 'feedback button' or a comment/discussion section under the dataset?

For Explanation:
* If yes, please provide the direct-URL to this feature or describe how this functionality is provided.";no;;Confirm;;
PT10;"Does the national portal provide a mechanism for users to rate datasets?

For Explanation:
* If yes, please provide the direct-URL to this feature or describe how this functionality is provided.";no;;Confirm;;
PT11;"Does the national portal enable users to find information and news on relevant open data topics in the country?

For Explanation:
* If yes, please provide the direct-URL to this feature.  ";yes;Link to Twitter @opendataswiss and the Open Government Data NewsMail, see: Get involved on https://opendata.swiss/;Complement;Yes;"LinkedIn: https://www.linkedin.com/showcase/opendata-swiss/
Instagram: https://www.instagram.com/opendata.swiss/"
PT12;"Does the national portal offer the possibility for users to receive notifications when new datasets are available on the national portal (RSS, ATOM feeds, email notifications etc.)?

For Explanation:
* If yes, please provide the direct-URL to this feature.  ";yes;"see Button ""Subscribe on dataset level, for example: https://opendata.swiss/en/dataset/covid-19-schweiz";Confirm;;
PT13;"Does the national portal enable users to request datasets, such as through a ""request data"" button? 

For Explanation:
* If yes, please provide the direct-URL to this feature or describe how this functionality is provided.";no;;Confirm;;
PT14;"Are requests for datasets and their progress status presented in a transparent manner on the national portal? 

For Explanation:
* If yes, please provide the direct-URL to this feature.  ";no;;Confirm;;
PT15;"Does the team monitor the extent to which requests (either via the portal or otherwise) result in the publication of the requested data?

For Explanation:
* If yes, please describe how this monitoring is conducted.";no;;Confirm;;
PT16;"Does the national portal offer a mechanism for users to exchange with others, such as a discussion forum?

For Explanation:
* If yes, please provide the direct-URL to this feature or describe how this functionality is provided.";no;;Confirm;;
PT17;"Does the national portal showcase reuse cases, such as in a designated section of the portal?

For Explanation:
* If yes, please provide the direct-URL to this feature. ";yes;https://opendata.swiss/en/showcase/ ;Confirm;;
PT18;"Does the national portal reference the datasets that the showcased reuse cases are based on (i.e. there is a link between the reuse case in the showcase and the underlying dataset on the portal)?

For Explanation:
* If yes, please provide the URL to this feature/to an example documenting this feature.";yes;"Under ""Datasets in Showcase"" you can find the referenced datasets, for example: https://opendata.swiss/en/showcase/geoml-machine-learning-im-einsatz-mit-open-data-aus-dem-strassenverkehr";Confirm;;
PT19;"Does the national portal provide the possibility for users to submit their own reuse cases?

For Explanation:
* If yes, please provide the direct-URL to this feature. ";yes;"With a webform (see Button ""Submit showcase"") https://opendata.swiss/en/showcase";Confirm;;
PT20;"Does the national portal offer a preview function for tabular data?

For Explanation:
* If yes, please provide the URL to an example documenting this feature.";yes;see Preview for example: https://opendata.swiss/de/dataset/grossratswahlen-2004-kandidatenstimmen-nach-herkunft-der-stimmen-panaschierstatistik-bezirk-fra/resource/c3ca0ae4-0529-46c8-9f16-9dc961596704;Confirm;;
PT21;"Does the national portal offer a preview function for geospatial data?

For Explanation:
* If yes, please provide the URL to an example documenting this feature.";yes;https://opendata.swiss/de/dataset/amtliches-ortschaftenverzeichnis-mit-postleitzahl-und-perimeter;Confirm;;
PT22;"Do you promote high-value datastes on your national portal (e.g. use filtering features for reusers to easily find such datasets, use editorial features to promote the datasets, etc.))?

For Explanation:
* If yes, please specify how and highlight challenges if any. 
* If you are an EFTA or a candidate country to the EU, please select 'not applicable'.";new question;new question;Change;Not Applicable;
PT23;"Do you monitor the portal's traffic (e.g. in terms of number of unique visitors, visitor profiles, percentage of machine traffic, number of downloads according to the number of datasets etc.)? 

For Explanation:
* If yes, which tool(s) do you use?";yes;Matomo Webanalytics;Confirm;;
PT24;"Do you run analytics on API usage?

For Explanation:
* If yes, please briefly (1) describe your process and (2) how you use the insights to improve the portal";no ;N/A;Confirm;;
PT25;"Besides monitoring portal traffic, do you perform any further activities to better understand the behaviour and needs of users of your portal (e.g. web analytics, surveys, or analysis of social media feeds)?

For Explanation:
* If yes, please (1) specify the activities and explain (2) how they help you understand user needs";yes;We did a survey last year: https://www.bfs.admin.ch/bfs/en/home/services/ogd/documentation.assetdetail.23445843.html and we regularly check twitter statistics;Complement;Yes;We did a survey in 2022: https://www.bfs.admin.ch/bfs/en/home/services/ogd/documentation.assetdetail.23445843.html. This helped us to better understand the needs and expectations of users and providers of open government data in Switzerland. The results were incorporated into the development of the OGD masterplan 2024-2027. The masterplan was developed last year in a participatory manner (workshop), incorporating the needs of users. We regularly check twitter statistics and LinkedIn statistics.
PT26;"Do you used the insights about portal usage and about the behaviour and needs of portal users to improve the portal accordingly?

For Explanation:
* If yes, please explain your process for improving the portal based on user insights and feedback
* If relevant, kindly highlight some improvements made in the past year";new question;new question;Change;Yes;"One of the most common user feedback was that open and machine-readable formats should be used. Since then, we have been trying to raise awareness among data publishers. In addition, we are now trying to provide aids and tools to support data quality. 
The results of the above-mentioned survey (PT25)are also being incorporated into our opendata.swiss next project."
PT27;"Do you undertake any activities to promote the portal and attract new users or new audiences?

For explanation:
* If yes, please (1) explain what activities your perform, and (2) mention if these activities are directed at any specific target audience (e.g. business, public sector, academia, etc.)";new question;new question;Change;Yes;We participate in many events. For example in the Govtech Hackathon 2023 and 2024. With a challenge, we can present the portal to a wider audience (academia, business, public sector). In addition, different people can contribute to the improvement of our portal and get to know it from a different perspective. We also make presentations and contributions to various areas of the public sector and academia. We also promote it a lot on social media (LinkedIn, Instagram, X) and through our newsletter.
PT28;"Do you monitor what keywords are used to search for data and content on the portal?

For Explanation:
* If yes, please briefly (1) describe your process and (2) how you use the insights to improve the portal";new question;new question;Change;Yes;We monitoring keywords with matomo. The results give us a better understanding of how and what people search on opendata.swiss. These insights into search terms help us, among other factors, to improve the search function on opendata.swiss so that datasets can be found more easily. They also provide information on which topics are relevant for the user in a given time frame.
PT29;"Do you monitor the most and least consulted pages?

For Explanation:
* If yes, please briefly (1) describe your process and (2) how you use the insights to improve the portal
* For informational purposes, kindly provide the URLs to the five most popular datasets on the portal";new question;new question;Change;Yes;"Yes, we use Matomo. There we have custom properties (e.g. dataset, organization) and you can see which pages are the most/least visited in a time frame. But you can also see which organization is the most/least visited and within an organization which page is the most/least visited. Publishers may need this information to improve their offerings (e.g. dataset and which distribution is high in demand) or to promote datasets that are not in high demand.
 Our five most popular datasets on the portal are:   
1. https://opendata.swiss/de/dataset/referenz-marktpreise-gemass-art-15-enfv
2. https://opendata.swiss/de/dataset/echtzeitdaten-am-abstimmungstag-zu-eidgenoessischen-abstimmungsvorlagen
3. https://opendata.swiss/de/dataset/mep401-chnr-actors
4. https://opendata.swiss/de/dataset/amtliches-ortschaftenverzeichnis-mit-postleitzahl-und-perimeter
5. https://opendata.swiss/fr/dataset/landeskarte-1-25000"
PT30;"Do you take measures to optimise the search and discoverability of content (data and editorial)? 

For Explanation:
*If yes, please briefly describe how your optimise the search";yes;We feed the datasets into a search engine to faciltate discoverablity. We also add structure data via schema.org to the dataset templates to facilitate discoverablity by search engines.;Confirm;;
PT31;"Is the metadata on your portal available in clear plain language to enable both humans and machines to read and understand it? 

For Explanation:
*If yes, please provide the URL to an example documenting this feature.";yes;;Confirm;;
PT32;"To what degree do public sector data providers contribute data to the portal? 

For Explanation:
*Please describe what is the agreed approach.
* If less than the majority of data providers, please briefly explain why (e.g. technical incompatibilities, governance aspects, low awareness etc.).";approximately half of the public sector data providers;"Today, participation is encouraged by the different OGD strategies. A law regulating the provision of OGD at federal level will come into force on 1 January 2024. Within the next 4 years, we aim to have all providers at the federal level. For the cantonal and communal level, the law is only valid for guidance; here we are aiming for the majority.";Confirm;;
PT33;Do you identify the data providers that are not yet publishing data on the national portal?;yes, or all public sector data providers already publish data;N/A;Confirm;;N/A
PT34;"Were there concrete actions taken to assist these data providers with their publication process?

For Explanation:
* If yes, could you provide some examples of the actions taken in this regard.";yes, or all public sector data providers already publish data;Yes, representatives of each department have been shown how in one department, for example, a new tool is being tried out to support offices that have little affinity for data. The data are then modeled in this specific tool and made available on the various platforms, e.g. opendata.swiss. ;Confirm;;
