ID;Question;Answer from 2023;Explanation from 2023;Confirm, change or complement answer/explanation from 2023;Provide updated answer (if applicable);Provide updated explanation (if applicable)
PT9;"Does the national portal offer a mechanism for users to provide feedback on specific datasets, such as a 'feedback button' or a comment/discussion section under the dataset?

For Explanation:
* If yes, please provide the direct-URL to this feature or describe how this functionality is provided.";yes;"https://data.egov.bg/data/reported
This link leads to a section where users send their feedback on specific datasets or resources to them. When submitting the feedback in the portal, a mechanism is implemented that notifies the organization responsible for maintaining the specific dataset or resource. At the time of submission of information by a user, he is obliged to enter his contact email, at which he receives a notification of the actions taken.";Confirm;;
PT10;"Does the national portal provide a mechanism for users to rate datasets?

For Explanation:
* If yes, please provide the direct-URL to this feature or describe how this functionality is provided.";No;;Confirm;;
PT11;"Does the national portal enable users to find information and news on relevant open data topics in the country?

For Explanation:
* If yes, please provide the direct-URL to this feature.  ";No;;Confirm;;
PT12;"Does the national portal offer the possibility for users to receive notifications when new datasets are available on the national portal (RSS, ATOM feeds, email notifications etc.)?

For Explanation:
* If yes, please provide the direct-URL to this feature.  ";yes;https://data.egov.bg/datasets/rss;Confirm;;
PT13;"Does the national portal enable users to request datasets, such as through a ""request data"" button? 

For Explanation:
* If yes, please provide the direct-URL to this feature or describe how this functionality is provided.";yes;https://data.egov.bg/request;Confirm;;
PT14;"Are requests for datasets and their progress status presented in a transparent manner on the national portal? 

For Explanation:
* If yes, please provide the direct-URL to this feature.  ";yes;https://data.egov.bg/admin/data-requests/list;Confirm;;
PT15;"Does the team monitor the extent to which requests (either via the portal or otherwise) result in the publication of the requested data?

For Explanation:
* If yes, please describe how this monitoring is conducted.";yes;In addition to the portal's mechanism for data requests that reach the designated responsible institution, the team in the data department receives each request in the general specialized e-mail and tracks the process of fulfilling the request. For certain cases in which the request is feasible but additional assistance is needed, the respective responsible institution is contacted, which is coordinated by the head of the department. In the reporting periods during the year, the implementation of the received data requests is reflected and the cases in which they are not fulfilled are analyzed. If necessary, additional actions are taken to implement them, when there is no valid or legal reason why they should not be fulfilled until they are provided and published on the Portal.;Confirm;;
PT16;"Does the national portal offer a mechanism for users to exchange with others, such as a discussion forum?

For Explanation:
* If yes, please provide the direct-URL to this feature or describe how this functionality is provided.";yes;https://data.egov.bg/forums;Confirm;;
PT17;"Does the national portal showcase reuse cases, such as in a designated section of the portal?

For Explanation:
* If yes, please provide the direct-URL to this feature. ";No;;Confirm;;
PT18;"Does the national portal reference the datasets that the showcased reuse cases are based on (i.e. there is a link between the reuse case in the showcase and the underlying dataset on the portal)?

For Explanation:
* If yes, please provide the URL to this feature/to an example documenting this feature.";No;;Confirm;;
PT19;"Does the national portal provide the possibility for users to submit their own reuse cases?

For Explanation:
* If yes, please provide the direct-URL to this feature. ";no;;Confirm;;
PT20;"Does the national portal offer a preview function for tabular data?

For Explanation:
* If yes, please provide the URL to an example documenting this feature.";yes;https://data.egov.bg/organisation/datasets/resourceView/e7b8653c-b982-4e10-b662-735f3b1d058a;Confirm;;
PT21;"Does the national portal offer a preview function for geospatial data?

For Explanation:
* If yes, please provide the URL to an example documenting this feature.";yes;"https://data.egov.bg/covid-19?section=8&subsection=18&item=39 ; It is currently being developed and is available on the test environment of the Bulgarian open data portal (https://testdata.egov.bg/) - https://testdata.egov.bg/dataviz?section=17&item=50
It should be posponed due do Opendata and Spatialdata portal inegration process.";Confirm;;
PT22;"Do you promote high-value datastes on your national portal (e.g. use filtering features for reusers to easily find such datasets, use editorial features to promote the datasets, etc.))?

For Explanation:
* If yes, please specify how and highlight challenges if any. 
* If you are an EFTA or a candidate country to the EU, please select 'not applicable'.";new question;new question;Change;No;
PT23;"Do you monitor the portal's traffic (e.g. in terms of number of unique visitors, visitor profiles, percentage of machine traffic, number of downloads according to the number of datasets etc.)? 

For Explanation:
* If yes, which tool(s) do you use?";yes;"Google Analytics, own portal tool for analytics. We found out which are the most frequently sought data sets from citizens and businesses; Where problems are observed when publishing (automated or manual), improving their quality. Social Media feeds: https://twitter.com/opendata_bg ; https://www.facebook.com/opendatabg ; https://www.linkedin.com/company/opendatabg";Confirm;;
PT24;"Do you run analytics on API usage?

For Explanation:
* If yes, please briefly (1) describe your process and (2) how you use the insights to improve the portal";yes;N/A;Confirm;;
PT25;"Besides monitoring portal traffic, do you perform any further activities to better understand the behaviour and needs of users of your portal (e.g. web analytics, surveys, or analysis of social media feeds)?

For Explanation:
* If yes, please (1) specify the activities and explain (2) how they help you understand user needs";yes;Monitoring of channels through social networks, which are a source of information related to statistical and open data. Promotion of data from the portal, which we have found to be of public interest and those related to it from other publications, mainly through the page on Twitter and Facebook. The most significant data of public interest are also published as news and events on the portal.;Confirm;;
PT26;"Do you used the insights about portal usage and about the behaviour and needs of portal users to improve the portal accordingly?

For Explanation:
* If yes, please explain your process for improving the portal based on user insights and feedback
* If relevant, kindly highlight some improvements made in the past year";new question;new question;Change;No;
PT27;"Do you undertake any activities to promote the portal and attract new users or new audiences?

For explanation:
* If yes, please (1) explain what activities your perform, and (2) mention if these activities are directed at any specific target audience (e.g. business, public sector, academia, etc.)";new question;new question;Change;No;
PT28;"Do you monitor what keywords are used to search for data and content on the portal?

For Explanation:
* If yes, please briefly (1) describe your process and (2) how you use the insights to improve the portal";new question;new question;Change;No;
PT29;"Do you monitor the most and least consulted pages?

For Explanation:
* If yes, please briefly (1) describe your process and (2) how you use the insights to improve the portal
* For informational purposes, kindly provide the URLs to the five most popular datasets on the portal";new question;new question;Change;No;
PT30;"Do you take measures to optimise the search and discoverability of content (data and editorial)? 

For Explanation:
*If yes, please briefly describe how your optimise the search";yes;When approving data from the Portal administrators, additional tags are added to associate the corresponding set with sematically close words and expressions;Confirm;;
PT31;"Is the metadata on your portal available in clear plain language to enable both humans and machines to read and understand it? 

For Explanation:
*If yes, please provide the URL to an example documenting this feature.";yes;;Confirm;;
PT32;"To what degree do public sector data providers contribute data to the portal? 

For Explanation:
*Please describe what is the agreed approach.
* If less than the majority of data providers, please briefly explain why (e.g. technical incompatibilities, governance aspects, low awareness etc.).";all public sector data providers;The Law on Access to Public Information requires it and the requirement is complied with by the relevant organizations.;Confirm;;
PT33;Do you identify the data providers that are not yet publishing data on the national portal?;yes, or all public sector data providers already publish data;N/A;Confirm;;N/A
PT34;"Were there concrete actions taken to assist these data providers with their publication process?

For Explanation:
* If yes, could you provide some examples of the actions taken in this regard.";yes, or all public sector data providers already publish data;Trainings are organized for newly appointed employees, helping them to define the structure and its scope, to anonymize personal data, as well as to exclude information that is protected by a special law and remains outside the scope of open data. Meetings and working groups are organized to unify data from regional and local structures. At the moment, we are actively working with Basin Directorates, which are 4 in number for Bulgaria. A similar initiative is forthcoming with the regional administrations of education, making up 28 administrative structures.;Confirm;;
PT35;"Besides the national open data portal, are there other regional and local portals? 

For Explanation:
* If yes, please provide a complete list and the links to these portals.";no;;Confirm;;
PT36;"Are regional and local portals listed above and their data sources discoverable via the national portal? 

For Explanation:
* If not applicable, please briefly explain why. ";not applicable;In Bulgaria, the open data policy is centralized and in order to facilitate users in the adopted approach to publishing information in one place, therefore a unified national platform for publishing open data has been created, namely the national open data portal. All public sector organizations (central, local and regional) within the scope of the Access to Public Information Act have created a profile on the national portal. Citizens and non-governmental organizations can also publish data on it through their own profiles.;Confirm;;
PT37;"To what degree are  regional and local sources harvested automatically? 

For Explanation:
* If less than the majority of existing sources is harvested by the national portal, please briefly explain why.                        
* If not applicable, please briefly explain why. ";not applicable;Besides the national open data portal thete aren't other regional or local portal because of the policy in the country.;Confirm;;
PT38;"Does the national portal include datasets that are real-time or dynamic?

For Explanation:
* If yes, please provide URLs to real-time and/or dynamic data featured via the national portal. ";No;;Confirm;;
PT39;"Does the national portal provide a way for non-official data (i.e. not stemming from official sources, such as community-sourced/citizen-generated data) to be published? 

For Explanation:
* If yes, please explain how non-official data is distiguished for offical data (e.g. using a different section of the portal or tags) 
* And please provide a URL to an example of a non-official dataset on the portal ";new question;new question;Change;No;
PT40;"Does the national portal allow users to see what data exists but cannot be made available as open data?

For Explanation:
* If yes, please (1) provide the URL to an example and (2) briefly describe the approach used to ensure this transparency.";no;;Change;No;
PT41;"Does the national portal have a strategy to ensure its sustainability?

For Explanation:
* If yes, please (1) provide the URL to this document and (2) describe the main measures to keep the portal running in the long-term and continue to serve its audience";new question;new question;Change;No;
PT42;"Is your national portal active on social media? 

For Explanation:
* If yes, please provide the URL(s) to your social media accounts. ";yes;"Twitter: https://twitter.com/opendata_bg 
Facebook: https://www.facebook.com/opendatabg
LinkedIn: https://www.linkedin.com/company/opendatabg";Confirm;;
PT43;"Are the portal’s source code and relevant documentation and artefacts made available to the public (e.g. on platforms such as GitHub or GitLab)?

For Explanation:
*If yes, please provide the (1) platform name and (2) the URL to the portal’s account on this platform.";yes;"GitHub
https://github.com/governmentbg/data-gov-bg";Confirm;;
PT44;"Do you monitor the characteristics of the data published on the portal, such as the distribution across categories, static vs. real-time data and how these change over time?

For Explanation:
* If yes, please provide the direct-URL to this feature";yes;https://data.egov.bg/stats?section=1&item=1;Confirm;;
PT45;"Does this monitoring enable the portal team and/or data providers to take action to improve their performance on the national portal?

For Explanation:
* If yes, please (1) explain how and (2) if applicable provide the direct-URL to this feature.";yes;A target value has been set for the published data on a monthly basis and in case of a decrease in the number, compared to the set value, actions are taken to control and support the process of publishing data by the responsible institutions. According to the graph, it can be seen in which categories there is a decrease in the number of regularly published data. https://data.egov.bg/statistika?section=1&item=1;Confirm;;
Q1;"Is there a pre-defined approach to ensure that metadata is kept up-to-date?

For Explanation:
* If yes, please briefly describe your approach.";no;;Confirm;;
Q2;"What percentage of the metadata on the national portal is obtained from the source automatically, rather than edited manually? 

For Explanation:
* Please describe (1) the workflows you have to automate the harvesting of metadata and (2) for which types of data these apply to";new question;new question;Change;<30%;Not applicable
Q3;"What is the average delay from the moment the metadata describing a dataset is updated at the source, and the moment the change is visible on the portal?

For Explanation:
* Please explain the approach for updating metadata in a timely manner";new question;new question;Change;Within one day;Once approved by the Open Data Portal administrator, datasets are not subject to further approval when their metadata is updated/changed.
Q4;"Do you undertake efforts to ensure that published data covers the full period from when it was first published until today, for example,the complete time series?

For Explanation:
* If yes, please explain the measures in place to ensure complete series of datasets";new question;new question;Change;Yes;"Each year, since the Directive 37/2013/EU was implemented in the national legislative framework, the Council of Ministers adopts action plans for gradual opening of the numerous datasets in prioritised fields. This action plans are in the form of a Decision of the Council of Ministers, which includes also the list of datasets to be published in the current year by the public bodies.
There are annual reports to track progress of data publication against these plans. Each administration fulfill online form for its progress which form is verified from national open data team. We monitor if: 1. the administration has published new datasets in open machine-readable format for the relevant year; 2. Datasets are included in annual priority lists or are published proactively by the administrations; 3. Datasets are included in an approved schedule for publishing; 4. Datasets are published within the deadline, with delay or are not published at all."
Q5;"Have you implemented the DCAT-AP High Value Datasets (semiceu.github.io) tag to denote the High-Value Datasets in your (national) open data portal(s)?

For Explanation:
* If yes, please specify how and highlight challenges if any.
* If you are an EFTA or a candidate country to the EU, please select 'not applicable'.";new question;new question;Change;No;MEG is in the process of upgrading the National Open Data Portal, for which a public procurement has been launched, which includes the implementation of both - DCAT-AP and DCAT-AP HVD.
Q6;"Besides the DCAT-AP tag mentioned above, have you implemented any other measures to ensure that high-value datasets ((EU) 2023/138) are interoperable with datasets of other country?

For Explanation:
* If yes, please specify how and highlight challenges if any.
* If you are an EFTA or a candidate country to the EU, please select 'not applicable'.";new question;new question;Change;No;
Q7;"Do you monitor the quality of the metadata available on your portal?

For Explanation:
* If yes, please briefly explain how this monitoring takes place. 
* If applicable, please provide the URL to this monitoring mechanism.";yes;"The data is categorized as ""disapproved"" and falls into the appropriate category until it is reviewed for quality by one of the portal's administrators before it is published.

Newly created data sets are not previewed in the public part of the Portal until they are approved by an administrator. This functionality is built into the portal in order to have datasets that are certain to be presented in a machine-readable open format compliant manner with good quality of the information provided.";Confirm;;
Q8;"Do you publish information on the quality of the metadata available on the portal?

For Explanation:
* If yes, please provide the URL to this section. ";no;;Confirm;;
Q9;"Do you publish guidelines (e.g. written materials) and have tools in place, to assist publishers in publishing high-quality metadata? 

For Explanation:
* If yes, please (1) briefly describe this material and (2) provide the URLs to these materials and/or tools.";new question;new question;Change;No;
Q10;"Do you set any standards on metadata quality that data providers must abide by (e.g. on the use of licence, minimum metadata describes, use of certain DCAT-AP properties, etc)

For Explanation:
* If yes, please describe the standards you have in place, i.e. what is minimum information the metadata should describe ";new question;new question;Change;Yes;"It is a standart simillar to the DCAT-AP but not fully implemented in accordance to the common standard.
The mandatory metadata fields are: 
1. Theme
2. Title
3. Organization
4. Type"
Q11;"Do your open data publication/licensing guidelines provide recommendations for the use of Creative Commons (CC) licences, specifically CC BY 4.0 and CC0?

For Explanation:
* If yes, is this mandatory (e.g. prescribed by law) or recommended?
* Please provide a URL link to the guidelines";new question;new question;Change;Yes;"https://lex.bg/bg/laws/ldoc/2136867758

https://data.egov.bg/document/view/8
https://data.egov.bg/document/view/15
It is mandatory."
Q12;What percentage of the open data available on the national portal is accompanied by licensing information? ;>90%;N/A;Confirm;;N/A
Q13;How many different licences are used on your portal?;1-4;N/A;Confirm;;N/A
Q14;"Besides providing guidelines, are there regular activities conducted or mechanisms in place to  assist publishers in supplying high-quality datasets (metadata quality and data quality)?

For Explanation:
* If yes, please explain the support you provide?";new question;new question;Change;Yes;"Since 2019 it have been started regular online meetings with open data providers about increasing of the quality of the data published on the Open Data Portal, including macine-readable format. 
OpenFest 2023
https://www.openfest.org/2023.html; https://www.openfest.org/2023/bg/programa/
Open Data Conference 2023
https://data.egov.bg/news/view/75
https://www.aip-bg.org/news/%D0%9F%D0%94%D0%98_%D0%BF%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B0%D0%B2%D0%B8_%D0%9D%D0%B0%D1%80%D1%8A%D1%87%D0%BD%D0%B8%D0%BA_%D0%B7%D0%B0_%D0%B0%D0%B4%D0%BC%D0%B8%D0%BD%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%86%D0%B8%D1%8F%D1%82%D0%B0_%D0%BD%D0%B0_%D1%81%D1%8A%D0%B1%D0%B8%D1%82%D0%B8%D0%B5_%D0%BD%D0%B0_%D0%9C%D0%B8%D0%BD%D0%B8/20231215006516/
VELES Excellence Hub 2023
https://veleshub.eu/news/
https://egov.government.bg/wps/portal/ministry-meu/press-center/news/News280623"
Q15;"Does the national portal follow the DCAT-AP framework or, if not, are standards in place to ensure interoperability with DCAT-AP?

For explanation:
* If the  portal follow the DCAT-AP framework, please describe how compliance with DCAT-AP is ensured
* If the portal does not follow the DCAT-AP framework, please describe how interoperability with DCAT-AP is ensured";new question;new question;Change;No;MEG is in process og implementing DCAT-AP on the National Open Data Portal.
Q16;What is the percentage of metadata on your portal that is DCAT-AP compliant, in terms of mandatory classes? (agent, catalogue, dataset, literal, resource);10-30%;;Confirm;;N/A
Q17;What is the percentage of metadata on your portal that uses DCAT-AP recommended classes? (category, category scheme, distribution, licence document);<10%;;Confirm;;N/A
Q18;What is the percentage of metadata on your portal that uses DCAT-AP optional classes? (catalogue record, checksum, document, frequency);<10%;;Confirm;;N/A
Q19;"Is there a national extension of the DCAT-AP standard developed for your country? 

For Explanation:
* If yes, please (1) briefly outline the reasons for this decision, and (2) what the main differences between the national variation and the EU standard are.
* If applicable, please provide the URL to the documentation of the national DCAT-AP extension.";no ;;Confirm;;
Q20;"Do you investigate the most common causes for the lack of DCAT-AP compliance?

For Explanation:
* If yes, what are the main causes for the lack of DCAT-AP compliance?";new question;new question;Change;No;In the process of creating the National Open Data Portal, DCAT-AP was not implemented on the Portal as a national DCAT-AP application profile (DCAT-AP-BG) based on the dictionary of the World Wide Web Consortium Data Catalog (DCAT- AP) as well as ensure its compliance with the Schema.org vocabulary
Q21;What is the percentage of datasets whose metadata provides a reference to where the data can be downloaded, or its API accessed (“download-URL” in the DCAT-AP specification)?;>90%;N/A;Confirm;;N/A
Q22;What is the percentage of datasets whose metadata provides a reference to a web page from where the data can be accessed (“access-URL in the DCAT-AP specification)?;31-50%;N/A;Confirm;;N/A
Q23;"Do you use a model (such as the 5-Star Open Data or FAIR) to assess the quality of deployment of data in your country?

For Explanation:
* If yes, please briefly describe.";no ;;Confirm;;
Q24;"Do you conduct activities to promote and familiarise data providers with ways to ensure higher quality data?

For Explanation:
* If yes, please briefly describe.";no ;;Confirm;;
Q25;What percentage of datasets are made available under an open licence? ;>90%;N/A;Confirm;;N/A
Q26;What percentage of licences are provided in a structured data format?;>90%;N/A;Confirm;;N/A
Q27;What percentage of datasets are provided in an open and machine-readable format?;71-90%;N/A;Change;>90%;N/A
Q28;What percentage of datasets consistely use Uniform Resource Identifiers?;>90%;N/A;Confirm;;N/A
Q29;What percentage of datasets link to other renowned sources to provide additional context for the users, e.g. in a linked data fashion?;10-30%;N/A;Confirm;;N/A
I1;"Do you have a definition of open data reuse in your country?
 
For Explanation:
* If yes, please specify it.";yes;"Open data is the public information collected, created and maintained by public sector organizations and published in an open machine-readable format (CSV, RDF, XML, JSON, etc.), allowing re-use for commercial or non-commercial purposes.
Reuse of public sector information is the use also for commercial or non-commercial purposes other than the original purpose for which it was created within the powers or functions of a public sector organization. The provision of public sector information to a public sector organization in connection with the exercise of its powers or functions is not reuse within the meaning of Access to Public Information Act. (Article 2a, APIA).

https://e-gov.bg/wps/portal/agency/home/data/data";Confirm;;
I2;"Are there any processes in place to monitor the level of reuse of your country's open data?
 
For Explanation:
* If yes, please (1) briefly describe these processes and (2) provide the URLs to support the answer.";yes;"The National Open Data Portal has processes in place at national level to monitor the reuse of open data. Tools are available to measure reuse, including number of users, dataset views and downloads, and overall portal usage. Using Google Analytics and Tableau, these statistics are publicly available at https://data.egov.bg/statistika?section=1&item=1 and https://lookerstudio.google.com/reporting/20a22fa9-a6dc-4f09-9c7b -192d5b24d1d1/page/DsNMB?s=jyhzby8b7FY.
Also there are regular meetings with the Open Data Portal' Users. Their feedback, comments and suggestions on existing data are sought and invited to suggest additional data that may be useful to them.";Confirm;;
I3;"Are there any activities in place to encourage public bodies to monitor the reuse of their own published data (e.g. incentives or obligations in place for public bodies or civil servants of national government)?
 
For Explanation:
* If yes, please (1) briefly describe these activities/incentives and (2) provide the URLs to support the answer.";yes;"The Network of Open Data Liaison Officers is a network of representatives of all Bulgarian public authorities, coordinated by the National Open Data Team. The Network of Liaison Officers meets periodically to discuss the promotion and monitoring of open data within their organizations and with stakeholders. Such an event was held in June in Pazardzhik, where Institute of Public Administration provided training together with the National Open Data Team
The National Open Data Team also uses this network to send information to all public bodies, such as information about events, training, new portal features and support. The members of this network are also the points of contact for specific inquiries about the reuse of data published by their organization, ensuring that requests and questions are responsive.
Regular open data training is also available to all public sector bodies, which includes the importance of re-using open data and the impact and how to measure re-use.";Confirm;;
I4;"Does your country have processes in place to monitor and measure the level of reuse of high-value datasets ((EU) 2023/138)?
 
For Explanation:
* If yes, please specify how and highlight challenges if any. 
* If you are an EFTA or a candidate country to the EU, please select 'not applicable'.";new question;new question;Change;No;Not yet. We are still in process.
I5;"Has your government specified what 'impact of open data' means (e.g. in a strategy document)?
 
For Explanation:
* If yes, how do you define the impact of open data in your country? 
* If possible, please provide a URL to a public document describing it.";yes;"https://egov.government.bg/wps/portal/ministry-meu/home/data/open-data/opendata-additionalinfo/
https://e-gov.bg/wps/portal/agency/home/data/opendata/opendata-additionalinfo
The impact of open data covers the activities carried out to monitor and measure the reuse of open data as a result of reuse in political, social, environmental and economic aspects. The impact leads to increased transparency, accountability, effectiveness and efficiency of government, the inclusion of marginalized groups, raising awareness and can help address a range of issues in different areas.";Confirm;;
I6;"Do you have a methodology in place to measure the impact of open data in your country?
 
For Explanation:
* If yes, please briefly describe the key points of this methodology.";no;;Confirm;;
